gene_id	SRR384980	SRR384978	SRR384982	SRR384979	SRR384981	SRR384977
ENSMUSG00000001036	48	29	81	106	91	27
ENSMUSG00000001039	31	28	39	165	35	35
ENSMUSG00000001052	467	234	525	1071	627	257
ENSMUSG00000001053	34	29	71	65	53	17
ENSMUSG00000001054	532	204	480	770	931	257
ENSMUSG00000001056	1699	2749	2621	10594	2731	2075
ENSMUSG00000001062	203	74	151	372	312	81
ENSMUSG00000001065	157	33	108	360	271	83
ENSMUSG00000001076	1	0	0	2	1	0
ENSMUSG00000001082	438	287	387	1795	651	307
ENSMUSG00000001089	123	113	226	494	164	133
ENSMUSG00000001095	0	1	0	1	0	1
ENSMUSG00000001098	233	61	292	700	388	130
ENSMUSG00000001100	695	551	832	2243	1264	615
ENSMUSG00000001103	0	0	1	1	2	2
ENSMUSG00000001105	741	731	1075	1537	1168	505
ENSMUSG00000001119	267	49	202	397	477	20
ENSMUSG00000001120	98	32	100	187	120	33
ENSMUSG00000001123	642	385	902	1084	710	452
ENSMUSG00000001127	1100	401	918	2062	1512	449
ENSMUSG00000001128	252	413	290	1084	331	293
ENSMUSG00000001131	15	14	26	35	20	3
ENSMUSG00000001134	229	247	300	370	282	196
ENSMUSG00000001138	328	117	241	674	470	127
ENSMUSG00000001143	422	138	422	626	569	155
ENSMUSG00000001150	826	353	734	1698	1500	408
ENSMUSG00000001151	653	274	616	2325	1395	398
ENSMUSG00000001155	224	128	193	712	317	161
ENSMUSG00000001156	1239	938	1097	3983	1902	1217
ENSMUSG00000001157	332	181	327	578	473	196
ENSMUSG00000001158	470	572	670	995	654	404
ENSMUSG00000001166	15	5	13	12	9	5
ENSMUSG00000001168	0	0	1	0	0	0
ENSMUSG00000001173	227	74	219	336	322	84
ENSMUSG00000001175	4296	3617	4922	9055	6753	3991
ENSMUSG00000001211	431	238	547	1151	790	201
ENSMUSG00000001225	0	0	0	0	0	0
ENSMUSG00000001227	56	20	98	141	83	31
ENSMUSG00000001228	2263	1805	2157	10734	4535	2587
ENSMUSG00000001229	731	230	590	1918	1342	399
ENSMUSG00000001240	96	113	250	204	104	35
ENSMUSG00000001247	46	18	60	259	74	16
ENSMUSG00000001248	492	150	430	668	613	122
ENSMUSG00000001249	368	246	420	2483	624	268
ENSMUSG00000001260	0	0	0	0	0	0
ENSMUSG00000001270	277	372	525	930	384	257
ENSMUSG00000001280	915	438	1070	2405	1565	626
ENSMUSG00000001281	70	18	58	133	67	29
ENSMUSG00000001285	499	632	683	1593	756	493
ENSMUSG00000001288	85	39	156	123	108	29
ENSMUSG00000001289	1177	1632	1957	1639	1645	1093
ENSMUSG00000001300	32	30	84	102	64	13
ENSMUSG00000001305	414	502	596	1718	863	549
ENSMUSG00000001313	43	19	53	90	57	20
ENSMUSG00000001323	64	29	64	142	139	42
ENSMUSG00000001333	0	2	2	4	2	1
ENSMUSG00000001334	8	8	12	57	30	6
ENSMUSG00000001348	1201	1758	834	5245	1632	1878
ENSMUSG00000001349	2	2	1	3	1	0
ENSMUSG00000001366	1233	1106	825	3452	1768	1235
ENSMUSG00000001376	415	159	387	616	551	206
ENSMUSG00000001380	4077	2398	4946	7574	7178	2770
ENSMUSG00000001383	2123	2905	3674	6593	3440	2086
ENSMUSG00000001403	1618	3664	1681	7534	2413	2992
ENSMUSG00000001415	1342	1097	1230	5968	2590	1446
ENSMUSG00000001416	5225	4232	6215	10697	8192	4798
ENSMUSG00000001418	686	379	683	1758	898	397
ENSMUSG00000001419	682	225	628	1521	1013	288
ENSMUSG00000001420	14	10	16	59	22	20
ENSMUSG00000001424	1865	1129	2427	5349	3389	1165
ENSMUSG00000001435	1104	412	1174	4384	2027	423
ENSMUSG00000001436	293	157	303	1105	610	231
ENSMUSG00000001440	4284	2645	5048	19516	8064	3855
ENSMUSG00000001441	776	281	1101	1850	1062	296
ENSMUSG00000001444	3	2	0	3	1	0
ENSMUSG00000001445	502	267	473	1144	748	316
ENSMUSG00000001467	1089	559	1375	2403	1522	526
ENSMUSG00000001472	2605	922	2671	3940	4242	1063
ENSMUSG00000001473	273	188	555	645	350	168
ENSMUSG00000001482	313	169	362	829	598	234
ENSMUSG00000001493	3	1	2	0	8	2
ENSMUSG00000001494	7	2	7	8	2	1
ENSMUSG00000001496	0	0	0	0	0	0
ENSMUSG00000001497	2	3	2	16	2	3
ENSMUSG00000001504	1	0	0	0	0	0
ENSMUSG00000001506	1499	323	1090	4551	3609	128
ENSMUSG00000001507	111	24	97	324	176	29
ENSMUSG00000001508	3	0	0	1	4	0
ENSMUSG00000001510	1	0	0	0	0	0
ENSMUSG00000001517	906	408	679	2653	1434	592
ENSMUSG00000001518	249	164	217	630	405	172
ENSMUSG00000001520	8	5	14	24	16	6
ENSMUSG00000001521	127	48	140	95	196	22
ENSMUSG00000001524	335	301	412	766	501	296
ENSMUSG00000001525	17688	18138	16827	62360	28027	20149
ENSMUSG00000001542	3930	1377	4195	6347	6685	2077
ENSMUSG00000001552	417	121	566	653	601	126
ENSMUSG00000001555	165	76	202	360	231	31
ENSMUSG00000001558	4	3	8	7	5	2
ENSMUSG00000001566	0	0	0	0	0	0
ENSMUSG00000001569	502	366	592	1352	798	470
ENSMUSG00000001576	378	235	491	1227	693	248
ENSMUSG00000001583	126	16	61	98	186	17
ENSMUSG00000001588	284	76	240	292	372	69
ENSMUSG00000001604	16	31	23	100	42	29
ENSMUSG00000001622	0	0	0	0	1	0
ENSMUSG00000001627	300	258	334	890	380	258
ENSMUSG00000001630	95	48	83	244	172	72
ENSMUSG00000001632	550	244	477	1840	1061	318
ENSMUSG00000001642	260	178	356	472	395	257
ENSMUSG00000001655	0	0	0	0	0	0
ENSMUSG00000001656	0	0	0	0	0	0
ENSMUSG00000001657	0	0	0	1	0	0
ENSMUSG00000001661	2	0	2	1	1	0
ENSMUSG00000001663	215	185	352	456	252	168
ENSMUSG00000001665	19	24	43	71	32	16
ENSMUSG00000001666	103	144	156	190	161	100
ENSMUSG00000001670	1	0	0	3	1	1
ENSMUSG00000001672	0	0	0	1	0	0
ENSMUSG00000001674	351	324	486	1089	644	430
ENSMUSG00000001687	241	90	206	526	315	113
ENSMUSG00000001700	34	31	63	110	60	23
ENSMUSG00000001707	516	486	816	2657	976	726
ENSMUSG00000001729	1368	887	1559	5623	2477	1153
ENSMUSG00000001739	35	16	30	44	37	13
ENSMUSG00000001741	100	39	119	119	95	44
ENSMUSG00000001750	765	333	617	1280	807	282
ENSMUSG00000001751	84	37	62	272	126	39
ENSMUSG00000001755	403	315	534	771	587	231
ENSMUSG00000001761	240	105	273	1159	464	201
ENSMUSG00000001763	3990	3024	2765	15026	7016	4035
ENSMUSG00000001767	593	435	692	1622	950	516
ENSMUSG00000001768	61	20	55	116	72	14
ENSMUSG00000001773	0	0	0	0	0	0
ENSMUSG00000001774	887	783	1707	2067	1252	852
ENSMUSG00000001783	1673	1607	2302	5029	2652	1536
ENSMUSG00000001785	493	311	502	1048	755	442
ENSMUSG00000001786	1863	1613	2030	3769	2588	1496
ENSMUSG00000001794	2133	2272	2057	4717	3175	2203
ENSMUSG00000001802	17	3	14	51	42	8
ENSMUSG00000001804	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	0
ENSMUSG00000001819	0	0	0	0	0	0
ENSMUSG00000001823	0	0	0	0	0	0
ENSMUSG00000001827	2	0	1	7	1	2
ENSMUSG00000001829	739	400	757	1569	1299	387
ENSMUSG00000001833	1174	828	1660	3358	2022	1188
ENSMUSG00000001844	344	218	369	844	628	244
ENSMUSG00000001847	1427	812	1641	2647	1819	943
ENSMUSG00000001855	511	268	499	1822	1233	328
ENSMUSG00000001864	19	22	36	67	33	16
ENSMUSG00000001865	69	35	43	92	89	39
ENSMUSG00000001870	261	100	363	634	411	113
ENSMUSG00000001891	451	292	609	596	527	295
ENSMUSG00000001901	2	0	0	0	2	1
ENSMUSG00000001909	860	544	762	2300	1325	574
ENSMUSG00000001910	1073	372	970	3670	2107	551
ENSMUSG00000001911	191	109	186	692	293	121
ENSMUSG00000001918	389	2311	437	10201	586	2209
ENSMUSG00000001924	8352	3616	7668	18035	13886	4725
ENSMUSG00000001930	1753	548	2248	1614	2320	326
ENSMUSG00000001942	169	43	183	275	248	73
ENSMUSG00000001943	18	6	41	27	33	0
ENSMUSG00000001946	293	166	563	359	266	79
ENSMUSG00000001948	29	27	47	32	35	19
ENSMUSG00000001962	965	604	1085	1593	1640	601
ENSMUSG00000001964	674	367	650	1487	958	419
ENSMUSG00000001983	245	121	254	428	396	168
ENSMUSG00000001985	0	0	0	5	4	0
ENSMUSG00000001986	128	26	82	173	105	28
ENSMUSG00000001988	5	0	1	13	9	3
ENSMUSG00000001995	42	23	78	107	72	17
ENSMUSG00000001998	115	21	106	271	233	68
ENSMUSG00000001999	560	383	595	1055	800	446
ENSMUSG00000002006	15	10	24	41	39	10
ENSMUSG00000002007	1	4	2	9	15	1
ENSMUSG00000002010	1891	1436	2103	4807	2898	1522
ENSMUSG00000002012	15	6	15	14	13	6
ENSMUSG00000002014	1157	1130	1415	3444	1684	936
ENSMUSG00000002015	1331	1122	1614	4161	2165	1151
ENSMUSG00000002017	996	426	972	1591	1730	478
ENSMUSG00000002020	203	8	84	32	334	2
ENSMUSG00000002028	453	157	429	1136	769	201
ENSMUSG00000002031	160	170	214	359	278	133
ENSMUSG00000002032	18	6	10	83	31	9
ENSMUSG00000002033	12	8	15	25	20	3
ENSMUSG00000002043	606	273	854	578	1086	195
ENSMUSG00000002052	2419	719	2229	8150	5280	1167
ENSMUSG00000002055	1374	967	1064	3666	2492	1333
ENSMUSG00000002057	0	0	0	0	0	0
ENSMUSG00000002058	584	303	693	774	734	225
ENSMUSG00000002059	797	36	388	1210	999	191
ENSMUSG00000002064	1329	487	1073	1840	1594	529
ENSMUSG00000002068	2214	2493	2035	7093	3523	2528
ENSMUSG00000002076	3	1	3	6	5	1
ENSMUSG00000002083	137	32	117	325	157	38
ENSMUSG00000002100	483	32	518	53	696	15
ENSMUSG00000002102	3233	3463	4540	9178	5643	2956
ENSMUSG00000002103	330	163	260	656	509	151
ENSMUSG00000002104	4	5	8	11	11	3
ENSMUSG00000002105	254	105	257	329	459	85
ENSMUSG00000002107	217	82	257	300	235	104
ENSMUSG00000002108	87	109	138	278	141	87
ENSMUSG00000002109	115	22	71	148	150	54
ENSMUSG00000002111	304	136	236	601	413	126
ENSMUSG00000002129	1558	1017	1904	6537	3197	1045
ENSMUSG00000002147	749	348	835	1787	1202	382
ENSMUSG00000002190	5	29	1	83	7	28
ENSMUSG00000002204	71	24	63	97	74	30
ENSMUSG00000002205	863	449	791	1265	1152	434
ENSMUSG00000002210	324	276	338	1075	561	276
ENSMUSG00000002221	631	396	590	2123	1140	535
ENSMUSG00000002222	1317	631	1199	3475	1820	1059
ENSMUSG00000002227	410	141	499	1050	700	164
ENSMUSG00000002228	7	5	12	13	10	0
ENSMUSG00000002233	145	180	473	358	201	107
ENSMUSG00000002240	0	0	0	0	0	0
ENSMUSG00000002249	30	12	32	130	74	22
ENSMUSG00000002250	276	162	272	958	491	185
ENSMUSG00000002257	261	116	219	589	362	138
ENSMUSG00000002265	1298	641	1943	3366	1807	713
ENSMUSG00000002266	304	50	277	368	381	45
ENSMUSG00000002274	30	25	40	108	43	24
ENSMUSG00000002279	135	72	182	409	275	72
ENSMUSG00000002280	353	237	346	709	591	212
ENSMUSG00000002289	142	125	232	422	255	138
ENSMUSG00000002297	872	725	1016	2459	1402	1052
ENSMUSG00000002307	449	175	401	1068	846	220
ENSMUSG00000002308	171	153	211	276	222	114
ENSMUSG00000002319	394	276	490	859	607	262
ENSMUSG00000002320	618	243	536	2149	1012	470
ENSMUSG00000002324	6	7	18	39	25	7
ENSMUSG00000002325	556	277	488	887	717	365
ENSMUSG00000002326	101	30	81	106	150	57
ENSMUSG00000002329	495	379	590	916	670	293
ENSMUSG00000002332	366	294	514	841	591	284
ENSMUSG00000002341	0	0	0	0	2	0
ENSMUSG00000002342	328	236	376	1070	562	252
ENSMUSG00000002343	264	233	250	729	384	280
ENSMUSG00000002345	366	343	409	796	543	313
ENSMUSG00000002346	344	217	359	1218	646	288
ENSMUSG00000002365	787	185	823	791	1249	211
ENSMUSG00000002372	1383	966	1477	4694	2510	1177
ENSMUSG00000002379	675	1042	1061	1591	975	635
ENSMUSG00000002384	16	2	25	18	21	2
ENSMUSG00000002393	62	67	102	265	92	60
ENSMUSG00000002395	662	585	862	1714	1017	579
ENSMUSG00000002396	174	183	160	580	259	159
ENSMUSG00000002409	104	49	101	209	170	36
ENSMUSG00000002413	396	116	380	750	485	244
ENSMUSG00000002416	234	292	247	376	273	225
ENSMUSG00000002428	305	118	336	533	396	224
ENSMUSG00000002455	2184	960	2669	3460	3858	1032
ENSMUSG00000002458	189	95	176	306	252	80
ENSMUSG00000002459	1	0	1	2	2	2
ENSMUSG00000002475	15	2	29	128	30	21
ENSMUSG00000002477	1513	2350	2336	4202	2217	1693
ENSMUSG00000002486	253	131	235	637	419	153
ENSMUSG00000002489	156	47	200	507	312	49
ENSMUSG00000002496	797	321	718	1645	1471	343
ENSMUSG00000002500	2	3	0	3	8	0
ENSMUSG00000002504	118	105	213	278	143	55
ENSMUSG00000002524	1993	1690	2352	6114	3457	1761
ENSMUSG00000002546	683	341	768	1806	1376	391
ENSMUSG00000002550	305	160	298	599	516	218
ENSMUSG00000002565	1	0	4	4	4	3
ENSMUSG00000002578	63	4	43	22	64	1
ENSMUSG00000002580	199	167	262	279	234	114
ENSMUSG00000002588	4	13	13	30	13	18
ENSMUSG00000002602	224	159	264	1052	355	231
ENSMUSG00000002603	1532	765	1932	3120	2087	620
ENSMUSG00000002608	719	331	666	1944	1272	385
ENSMUSG00000002617	36	7	42	27	39	8
ENSMUSG00000002625	920	390	799	1790	1629	488
ENSMUSG00000002633	0	0	0	0	0	0
ENSMUSG00000002635	299	154	272	483	427	175
ENSMUSG00000002658	2048	1620	2481	5680	4055	1461
ENSMUSG00000002660	618	842	899	1930	1023	709
ENSMUSG00000002661	152	168	211	355	207	140
ENSMUSG00000002664	2	1	4	1	10	1
ENSMUSG00000002668	76	14	53	100	90	15
ENSMUSG00000002679	339	331	408	1030	459	338
ENSMUSG00000002688	18	8	11	75	12	10
ENSMUSG00000002699	315	184	512	384	316	147
ENSMUSG00000002718	1461	680	1479	2863	2340	1155
ENSMUSG00000002728	275	147	267	453	332	224
ENSMUSG00000002731	205	94	312	139	206	80
ENSMUSG00000002732	22	13	27	50	41	9
ENSMUSG00000002733	118	51	118	208	171	65
ENSMUSG00000002741	1214	615	1008	3249	1753	884
ENSMUSG00000002748	1938	1283	2270	8191	3841	1809
ENSMUSG00000002763	577	397	742	1779	910	356
ENSMUSG00000002767	832	1083	1328	2981	1499	826
ENSMUSG00000002768	476	390	684	1800	933	409
ENSMUSG00000002769	20	58	32	112	41	59
ENSMUSG00000002771	15	6	7	22	19	1
ENSMUSG00000002778	770	552	895	1840	1036	439
ENSMUSG00000002781	105	78	154	234	167	65
ENSMUSG00000002791	7	2	5	7	15	0
ENSMUSG00000002797	52	41	66	164	80	29
ENSMUSG00000002799	27	9	42	43	55	1
ENSMUSG00000002803	97	82	124	298	167	77
ENSMUSG00000002804	135	104	173	220	216	68
ENSMUSG00000002808	35	79	35	342	102	141
ENSMUSG00000002812	1126	413	1044	2010	1933	515
ENSMUSG00000002814	148	111	151	564	289	141
ENSMUSG00000002820	616	769	553	4021	995	1012
ENSMUSG00000002825	262	281	283	736	386	246
ENSMUSG00000002831	2	0	1	0	1	1
ENSMUSG00000002833	1071	761	965	3415	2123	765
ENSMUSG00000002835	1112	516	1120	5867	2589	981
ENSMUSG00000002844	741	394	826	2097	1295	427
ENSMUSG00000002845	317	151	335	730	399	231
ENSMUSG00000002846	263	262	389	735	440	203
ENSMUSG00000002847	103	62	121	430	138	91
ENSMUSG00000002870	4898	3593	5123	18267	10228	4698
ENSMUSG00000002871	1018	625	1065	1624	1489	504
ENSMUSG00000002881	559	106	499	471	763	143
ENSMUSG00000002885	270	77	266	331	432	88
ENSMUSG00000002897	593	198	488	1129	808	227
ENSMUSG00000002900	197	67	265	340	455	34
ENSMUSG00000002908	69	5	60	47	113	13
ENSMUSG00000002910	236	320	131	1452	405	417
ENSMUSG00000002930	0	0	0	0	0	0
ENSMUSG00000002944	157	179	404	521	206	200
ENSMUSG00000002948	535	280	523	1350	887	290
ENSMUSG00000002949	1119	929	1465	3596	1823	908
ENSMUSG00000002957	2270	2056	2664	7688	4078	2278
ENSMUSG00000002963	567	309	422	1122	826	326
ENSMUSG00000002968	973	510	981	3021	1868	528
ENSMUSG00000002980	127	60	129	443	156	34
ENSMUSG00000002981	1373	850	1295	4727	2329	864
ENSMUSG00000002983	137	20	147	76	207	9
ENSMUSG00000002984	848	696	891	3959	1546	767
ENSMUSG00000002985	6026	5757	10212	31954	10539	4808
ENSMUSG00000002992	1	1	1	6	3	0
ENSMUSG00000002996	306	63	254	415	451	166
ENSMUSG00000002997	3571	1385	3543	4117	6172	1850
ENSMUSG00000003031	779	416	788	2781	1043	636
ENSMUSG00000003032	10	8	9	45	17	2
ENSMUSG00000003033	785	501	752	1939	1382	574
ENSMUSG00000003037	988	877	1186	3602	1732	997
ENSMUSG00000003038	351	211	348	1323	692	379
ENSMUSG00000003039	1124	1033	1280	3016	1820	1110
ENSMUSG00000003051	4	2	10	17	9	3
ENSMUSG00000003053	0	0	0	0	0	0
ENSMUSG00000003062	151	84	170	252	207	122
ENSMUSG00000003068	4517	1871	3466	8885	7914	2094
ENSMUSG00000003070	13	13	14	23	10	4
ENSMUSG00000003072	2587	2894	3150	5636	4174	2010
ENSMUSG00000003099	935	452	862	2880	1676	638
ENSMUSG00000003119	410	205	400	1237	760	275
ENSMUSG00000003123	59	19	49	122	91	26
ENSMUSG00000003131	1343	961	1606	3539	2059	1271
ENSMUSG00000003134	214	58	225	264	317	58
ENSMUSG00000003135	467	353	525	944	733	341
ENSMUSG00000003153	2421	354	2360	1515	2820	417
ENSMUSG00000003154	334	122	305	355	494	78
ENSMUSG00000003161	2480	1208	2668	3707	3241	1225
ENSMUSG00000003166	501	261	434	1014	827	254
ENSMUSG00000003184	722	463	738	1743	1006	482
ENSMUSG00000003190	92	66	114	219	148	63
ENSMUSG00000003198	58	43	61	96	84	52
ENSMUSG00000003199	281	175	433	473	448	122
ENSMUSG00000003200	561	272	456	1219	867	304
ENSMUSG00000003206	43	22	34	40	33	13
ENSMUSG00000003208	157	114	161	371	284	117
ENSMUSG00000003226	2087	722	2546	6702	3381	1941
ENSMUSG00000003227	0	0	0	0	0	0
ENSMUSG00000003228	141	78	156	343	249	83
ENSMUSG00000003233	524	123	452	827	820	153
ENSMUSG00000003234	1042	525	1174	1970	1634	652
ENSMUSG00000003235	1711	860	1735	2404	3034	893
