gene_id	ERR031017	ERR031018	ERR031019	ERR031022	ERR031023	ERR031024	ERR031025	ERR031026	ERR031027	ERR031028	ERR031029	ERR031030	ERR031031	ERR031032	ERR031033	ERR031035	ERR031038	ERR031039	ERR031040	ERR031041	ERR031042	ERR031043	ERR031044	ERR299295	ERR299296	ERR299297	ERR299298	ERR299299
ENSG00000002016	63	497	286	294	99	353	371	292	208	405	194	410	539	414	256	170	347	77	416	331	305	240	274	491	379	290	347	232
ENSG00000002079	0	19	4	4	2	12	23	14	0	14	0	5	13	5	3	0	5	2	10	2	0	0	0	11	4	8	1	3
ENSG00000002330	423	459	470	599	585	368	887	649	594	260	567	369	547	408	670	819	366	742	549	1097	702	964	759	525	526	207	239	563
ENSG00000002549	152	246	2544	1080	656	897	2404	1582	509	203	1091	955	1934	1924	2098	1002	1262	650	637	1388	1542	785	479	989	1476	295	622	2035
ENSG00000002586	6304	6548	7492	5060	6450	4235	11777	7549	6455	5152	6184	5691	11061	7741	7872	10421	4744	7251	6584	10524	11433	12254	7229	4646	5817	3452	4093	7691
ENSG00000002587	119	174	375	163	404	154	304	175	93	60	205	99	200	455	136	291	126	123	99	236	44	287	268	217	174	31	62	188
ENSG00000002726	44	29	150	4	911	36	1285	8	116	6	57	2	495	7	2483	47	6	960	36	1936	51	346	0	14	528	24	0	377
ENSG00000002745	0	4	36	23	21	18	47	38	4	13	7	14	84	22	7	6	14	1	23	15	10	18	21	9	38	4	10	48
ENSG00000002746	9	38	235	31	19	67	338	52	28	35	33	71	272	366	104	40	45	39	52	345	1	183	32	150	155	29	33	48
ENSG00000002822	31	30	31	34	23	17	18	34	30	32	14	30	14	46	29	32	39	23	28	61	22	45	42	42	32	24	18	48
ENSG00000002834	1316	1049	5356	1688	2822	1471	3894	1832	2291	902	2664	2402	3714	1929	2326	3402	1092	2935	1619	3089	5701	2188	1222	2021	2005	1314	1592	2964
ENSG00000002919	120	269	690	355	456	386	468	395	374	293	466	355	392	430	751	593	309	650	471	532	509	596	522	460	610	271	285	612
ENSG00000002933	372	437	469	136	695	382	1004	440	333	518	531	623	667	208	418	559	533	386	203	192	219	276	152	383	375	134	318	441
ENSG00000003056	122	241	2229	588	408	464	2221	1056	293	232	546	585	2009	1335	1536	698	670	466	427	1429	459	499	296	545	1046	144	455	1916
ENSG00000003096	80	29	706	130	192	154	397	208	157	31	338	317	708	262	320	163	122	136	159	180	101	208	106	291	280	53	172	396
ENSG00000003137	24	27	138	29	120	35	31	26	10	3	20	14	105	41	40	15	15	192	56	294	21	9	4	28	13	21	13	80
ENSG00000003147	551	2395	1348	2513	766	2582	1156	2497	745	1691	1068	1447	974	1866	1845	1289	2211	1917	2310	2369	2684	1889	2610	1914	1488	2106	1980	2142
ENSG00000003249	118	626	370	231	153	171	201	781	188	250	185	230	367	905	262	226	365	863	756	803	1779	477	858	449	162	582	131	409
ENSG00000003393	154	656	1024	807	288	918	1048	782	298	746	468	696	1097	1214	895	377	615	331	634	617	717	766	621	801	909	487	667	821
ENSG00000003400	132	141	391	151	228	192	364	210	228	110	208	194	375	185	166	216	128	106	116	228	204	205	125	209	248	57	107	207
ENSG00000003402	1621	4999	4929	3925	1899	3631	7845	4697	1927	5258	2493	3723	7628	5509	4016	2759	4225	2085	3515	3012	2808	3517	3196	4567	5678	3812	4212	3993
ENSG00000003436	224	553	460	672	402	696	1230	714	333	626	426	737	1035	494	442	345	555	270	529	223	317	279	293	426	869	802	456	462
ENSG00000003509	160	390	349	353	228	397	632	363	234	353	346	330	601	476	482	172	382	171	308	306	464	611	436	365	419	338	383	330
ENSG00000003756	687	3756	3246	3095	984	3733	5310	3953	1532	3691	1920	3975	5902	4384	3797	2001	3177	976	3926	3191	2093	3135	2180	3992	4655	2002	4370	3761
ENSG00000003987	21	40	65	57	18	31	58	38	32	23	32	51	107	87	59	27	41	21	81	54	61	58	35	58	71	23	64	37
ENSG00000003989	945	488	5470	1606	1051	814	2057	1686	1638	549	1330	885	2547	4030	1677	1576	850	1014	831	1453	913	2078	1097	1200	2336	417	1127	3031
ENSG00000004059	847	877	1441	868	1183	845	1369	1184	1190	533	793	737	1211	1105	1790	1631	773	1511	898	1900	1424	1711	1264	707	1226	561	598	1499
ENSG00000004139	26	131	371	90	40	94	360	276	75	146	71	177	319	489	138	98	180	143	190	287	97	55	101	194	155	55	142	194
ENSG00000004142	1722	1978	2335	2549	2160	1588	2027	2391	2258	1557	2225	1724	2246	2731	3179	2080	2045	3408	2366	2717	3226	3046	3419	2118	2199	1985	1709	2722
ENSG00000004399	811	998	1673	1276	1034	1016	2154	1275	931	857	706	1383	1924	855	607	1207	499	704	786	971	471	433	330	914	1110	407	668	686
ENSG00000004455	1360	1398	3217	2491	2365	2055	3664	3177	1904	2128	2500	2456	3559	4309	4323	2882	2525	2551	2974	3481	5880	3627	2508	2227	3041	2178	2466	3537
ENSG00000004468	224	2890	3045	3811	712	143	3848	106	505	710	1703	1263	3047	1411	8850	337	2904	3660	622	5788	306	3527	4974	1237	3082	100	556	3848
ENSG00000004478	2258	3314	6165	6873	2966	3595	2813	5553	3094	2157	4188	3462	4202	7910	7755	3875	5066	5992	4785	6970	18454	8709	8127	4032	4236	3254	3174	6443
ENSG00000004487	702	1117	3324	2022	1312	1971	2914	2028	1511	1474	1732	1964	3240	2529	2363	1598	2334	2106	2343	1873	1603	2270	1993	1778	2693	1345	1725	3202
ENSG00000004534	711	7345	1909	3537	1148	6306	3371	3622	1252	7680	1815	4450	5089	4832	1960	1837	3082	1025	5777	2686	2229	2550	4813	5914	4037	2765	4937	1923
ENSG00000004660	88	188	259	181	88	86	281	172	198	268	114	276	329	432	100	208	260	201	399	305	309	58	128	283	197	143	177	197
ENSG00000004700	2	55	265	173	42	122	576	281	38	53	66	92	501	457	299	40	121	40	91	63	113	74	111	113	335	49	117	285
ENSG00000004766	181	393	467	677	440	573	598	584	268	335	476	546	981	1185	899	325	557	259	540	330	723	679	665	781	699	227	533	684
ENSG00000004776	6301	3125	1164	746	1491	367	3278	1132	4529	2071	1322	1055	2626	287	858	1678	534	1827	791	1387	723	1768	470	770	1060	371	800	961
ENSG00000004777	56	410	66	106	74	281	278	181	108	494	95	278	411	216	120	64	262	50	170	227	107	126	194	277	199	292	128	103
ENSG00000004779	234	296	759	1104	824	987	802	898	681	444	1208	830	1041	1375	1450	1265	978	712	911	934	2285	1400	1038	901	938	479	621	1223
ENSG00000004799	1090	197	1936	10633	1790	541	6293	1406	1047	832	937	799	3241	563	11641	7620	6621	1356	2205	2521	338	18452	1617	1497	27555	1820	3686	20724
ENSG00000004809	0	10	4	17	2	1	0	21	4	19	7	4	0	6	3	7	2	0	22	7	25	8	3	10	17	1	2	2
ENSG00000004838	8	57	9	31	13	73	5	29	6	30	7	31	18	23	10	7	22	11	21	4	35	16	17	20	24	43	9	26
ENSG00000004846	8	21	3	11	11	22	12	7	12	18	6	30	96	19	5	4	12	7	28	28	20	17	4	11	8	32	33	15
ENSG00000004848	24	17	102	45	106	6	22	0	15	17	28	81	28	25	34	15	0	66	12	135	6	81	0	173	12	63	3	26
ENSG00000004864	150	303	793	946	298	781	779	577	367	524	478	633	784	1356	944	398	756	485	691	464	886	664	556	643	947	420	733	788
ENSG00000004866	218	263	907	742	435	691	961	525	429	426	545	647	949	902	850	625	599	815	505	603	535	581	575	361	653	254	696	820
ENSG00000004897	443	972	1697	1838	1149	1378	2000	1387	937	1084	1478	1406	1908	2305	1835	1380	1453	897	1598	1145	1949	1247	1233	1285	1716	1027	1254	1548
ENSG00000004939	19	15	1	32	10	22	9	6	9	28	29	15	4	7	2	13	28	13	26	14	0	7	18	51	18	20	10	10
ENSG00000004948	0	6	2	6	0	0	4	27	0	2	0	4	4	9	4	5	4	0	0	0	3	0	10	0	6	0	4	2
ENSG00000004961	121	103	784	380	454	383	531	361	349	175	500	349	610	602	736	611	403	559	377	512	961	846	501	393	510	189	373	729
ENSG00000004975	486	469	861	669	691	392	1297	697	934	445	751	607	936	742	1163	987	563	760	673	912	439	772	610	796	862	396	533	819
ENSG00000005001	59	63	181	91	191	205	299	90	63	75	99	90	171	249	144	303	120	100	50	207	107	58	45	160	168	43	164	128
ENSG00000005007	1093	1337	2868	1022	1074	413	3318	1723	1248	1154	916	1000	2442	1890	2087	1707	1155	1352	1600	2946	1412	2339	1810	1377	2046	612	882	2720
ENSG00000005020	476	516	1166	1508	942	1364	799	1052	741	448	1207	978	1023	1661	960	1273	1334	629	1075	802	761	939	1876	2076	1175	1378	873	1301
ENSG00000005022	626	516	2999	2690	2794	2278	3412	3484	1670	1104	2953	2082	3642	3833	3997	2859	3145	2204	2231	3233	4200	2944	2503	2041	2700	1277	1982	3750
ENSG00000005059	49	74	265	149	225	262	327	143	98	101	233	280	213	130	107	179	191	101	139	136	105	111	78	177	218	82	136	192
ENSG00000005073	140	116	186	104	166	155	313	234	241	160	288	303	373	208	82	239	123	189	117	234	588	148	264	118	117	68	97	126
ENSG00000005075	736	494	211	243	466	412	470	440	689	401	639	359	512	537	565	402	235	690	500	763	777	1082	819	210	394	263	264	272
ENSG00000005100	256	431	771	700	460	289	643	535	438	522	531	444	603	624	634	632	590	481	766	533	411	490	495	606	673	556	578	752
ENSG00000005102	54	47	110	150	69	58	49	92	24	23	116	230	188	74	33	49	41	103	353	59	134	8	32	61	56	32	40	44
ENSG00000005108	516	1670	518	657	692	3638	1330	1633	802	1734	769	685	711	471	300	1103	850	217	338	318	309	308	3086	593	845	1335	538	389
ENSG00000005156	264	676	1583	897	325	802	1153	1528	580	362	491	621	1485	2559	1185	680	823	842	783	1321	1440	1232	1589	877	878	304	756	1603
ENSG00000005175	176	391	504	718	413	771	730	651	387	401	469	537	883	1266	894	501	686	325	617	600	1022	816	589	646	868	552	569	611
ENSG00000005187	126	282	621	713	231	379	955	4042	339	409	280	548	1128	1203	1367	178	1561	553	950	942	1314	668	730	382	2248	1021	921	1200
ENSG00000005189	227	293	279	367	121	334	414	473	280	325	90	175	494	544	546	173	493	386	389	520	461	443	534	154	419	118	112	498
ENSG00000005194	385	462	946	713	649	404	730	721	465	306	603	558	782	766	1471	724	708	808	804	901	1347	1216	1147	573	1012	193	488	855
ENSG00000005206	269	703	355	271	223	301	759	456	346	653	175	320	588	387	291	424	304	266	455	629	365	489	334	484	511	201	204	352
ENSG00000005238	440	663	659	865	311	421	791	846	622	431	389	431	830	919	738	760	436	613	516	760	687	694	624	613	541	219	297	649
ENSG00000005243	499	444	430	382	795	326	635	320	710	270	626	622	443	157	669	856	378	674	553	373	179	594	170	443	527	281	383	434
ENSG00000005249	795	724	1277	1245	814	1135	1702	770	1172	846	1252	970	874	959	1406	689	845	627	583	699	978	841	665	847	1628	512	556	961
ENSG00000005302	183	415	914	750	456	1057	1055	740	397	465	547	709	1182	1246	861	592	836	408	610	584	662	442	470	884	933	413	723	817
ENSG00000005339	816	1553	4836	2109	1832	2347	4478	2311	1245	1693	2245	2154	3478	2991	2436	2488	1870	1626	1972	2712	1100	2004	1428	2143	3159	1782	1665	2922
ENSG00000005379	156	786	609	260	158	398	732	353	348	956	231	670	976	672	395	351	542	222	401	732	132	300	301	842	550	240	464	540
ENSG00000005381	2	12	6	6	0	7	8	11	5	9	8	0	6	4	0	1	12	3	2	0	4	0	0	10	9	4	5	3
ENSG00000005421	0	30	19	2	41	4	16	0	12	5	13	10	19	15	55	0	7	4	13	37	0	46	1	4	15	5	6	46
ENSG00000005436	441	750	619	1396	652	1068	974	1244	604	1014	794	986	987	1794	1425	703	1137	575	1215	834	1541	1178	1425	1187	1316	1101	1240	1075
ENSG00000005448	94	146	144	106	102	236	187	76	81	193	160	128	285	139	110	247	94	117	128	231	199	253	169	177	132	77	96	145
ENSG00000005469	284	399	1069	819	682	485	1104	518	453	378	785	486	1213	1757	1454	240	683	753	622	983	665	914	863	693	1242	249	460	1267
ENSG00000005471	10	17	55	19	12	28	64	42	22	0	22	51	76	70	29	28	19	29	28	41	24	1	9	44	24	12	9	32
ENSG00000005483	5408	7124	8029	8951	7329	10993	7876	6624	4344	8099	10358	8227	6549	5370	7452	10512	8611	5156	9445	10973	5314	10234	6939	10127	9352	10165	8132	6876
ENSG00000005486	1814	1573	1958	1563	1930	1119	2691	2048	1827	1115	1062	1086	1762	1413	2327	1809	942	2305	1687	3702	2841	3047	2486	1347	1834	588	740	1588
ENSG00000005513	20	23	43	30	37	58	52	37	30	37	46	54	38	33	18	68	14	12	21	14	55	56	34	33	14	60	25	49
ENSG00000005700	434	809	1256	971	578	1430	1500	1375	669	696	853	1050	1769	2593	1924	558	891	790	921	1073	1710	1299	1384	1059	1256	1109	981	1441
ENSG00000005801	142	755	375	638	278	979	676	679	207	1430	368	863	1027	966	790	413	829	266	1313	527	1242	858	910	696	978	1022	1072	469
ENSG00000005810	1774	2014	4288	2081	2062	1884	3646	1967	1720	2096	3002	2431	4063	3348	2851	2776	1920	1317	2386	3494	1986	2933	2540	2505	3183	1831	1926	3012
ENSG00000005812	219	330	1855	1529	712	990	2305	1788	493	380	1399	1654	2677	3535	2942	802	1086	816	1199	1399	1812	1872	1929	861	1926	494	1248	2245
ENSG00000005844	242	448	604	175	277	534	946	426	232	525	334	802	802	253	101	350	223	136	267	329	137	83	111	372	377	156	231	262
ENSG00000005882	122	206	651	238	210	125	1011	386	213	70	265	233	741	500	408	359	201	375	159	751	291	291	175	236	425	35	128	371
ENSG00000005884	1405	705	2016	583	1883	522	2794	486	1356	808	1298	681	1962	523	885	2466	437	908	760	1941	489	918	342	1137	1392	355	608	676
ENSG00000005889	544	1181	2085	2968	490	670	2498	1504	829	990	755	796	3685	1966	3198	455	1484	605	1078	1383	800	2794	1559	933	3752	691	1226	3156
ENSG00000005893	1558	1168	9781	5974	3854	3674	7302	7521	3456	1384	4783	3511	7296	9484	11210	3330	5060	6756	4434	7033	9044	7456	5818	4143	5912	2471	3103	13961
ENSG00000005961	10	60	17	9	9	23	40	23	22	50	9	18	40	8	11	25	23	7	10	21	23	5	4	32	17	2	9	6
ENSG00000005981	0	12	8	7	6	1	4	1	6	7	0	6	8	2	20	4	2	3	14	4	0	14	0	5	2	13	2	6
ENSG00000006007	1772	1924	3938	2472	2323	2990	2922	2576	2028	1173	2979	2091	2871	2738	4170	3855	2445	4171	2550	3949	3610	4387	2319	2983	3191	1683	2171	4122
ENSG00000006015	180	281	156	271	238	113	300	337	265	259	198	290	341	346	413	311	249	184	290	376	385	339	379	331	279	140	153	209
ENSG00000006016	21	23	13	17	3	18	28	27	9	26	17	125	43	87	8	17	25	117	343	18	71	9	23	28	27	66	53	24
ENSG00000006025	312	487	427	104	285	388	429	305	440	642	295	503	556	241	286	306	251	323	410	588	305	234	263	370	407	168	333	329
ENSG00000006042	1325	1081	3860	2672	3071	3590	3806	2651	2686	1329	2832	2764	3616	3304	5356	3349	2562	3110	2502	3376	1710	5147	2367	2764	2793	1948	1803	4993
ENSG00000006047	40	54	20	10	36	2	28	6	38	6	22	11	51	11	55	28	30	19	34	107	73	81	10	39	18	16	24	26
ENSG00000006059	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006062	59	159	538	103	225	125	528	125	86	149	137	149	465	225	102	342	167	106	111	177	69	276	82	232	222	33	88	163
ENSG00000006071	47	349	28	134	14	34	258	55	67	224	36	51	90	35	90	30	92	68	29	74	161	133	40	21	124	36	72	65
ENSG00000006116	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118	70	219	133	280	128	168	330	330	69	171	91	151	213	252	129	149	162	120	212	128	431	95	325	129	175	428	141	266
ENSG00000006125	2068	2437	10129	4159	3403	3201	7457	4999	3126	1861	3820	3967	8060	7547	7104	4625	4167	4958	3970	6465	5949	5244	4462	3968	6035	2072	2632	7544
ENSG00000006128	10	9	17	20	10	2	0	0	15	3	29	24	37	28	78	43	4	6	159	0	22	11	8	2	12	6	31	22
ENSG00000006194	288	490	1205	753	784	1026	1072	836	608	688	867	799	1138	883	1103	1205	648	659	777	1073	1042	1182	899	815	885	423	609	1104
ENSG00000006210	695	571	3100	725	2727	789	3674	604	1146	397	1587	966	2074	624	801	2882	670	1056	989	2447	325	1305	223	1585	1765	195	590	1140
ENSG00000006282	1402	2009	1296	1013	1097	1012	1834	1265	1258	2357	975	1331	2153	1604	1661	1483	1235	1324	1521	2190	944	1355	1183	1449	1393	1343	1419	1437
ENSG00000006283	31	53	137	98	37	26	113	95	64	71	78	16	195	74	182	42	105	111	55	189	18	85	0	25	81	12	13	147
ENSG00000006327	143	158	510	404	990	322	968	136	154	269	993	310	344	218	306	1611	342	442	614	300	310	1191	300	650	400	40	297	327
ENSG00000006377	0	5	7	1	0	0	2	8	2	14	0	0	25	0	0	4	0	6	6	0	0	0	0	0	7	3	7	0
ENSG00000006432	84	206	575	271	246	327	215	239	169	227	238	214	251	378	130	224	233	329	535	343	702	314	301	592	232	345	351	212
ENSG00000006451	495	558	1164	1390	831	1296	1060	1228	722	730	1242	1130	1404	1248	1409	693	1037	812	1041	1137	1585	1118	1121	1058	1145	1205	728	1249
ENSG00000006453	820	1788	2151	1926	691	1206	1457	2988	1129	734	791	847	1977	3553	2705	1090	1378	1555	1465	3094	2873	2466	2648	1031	1664	1054	812	2716
ENSG00000006459	178	289	1360	724	425	646	1022	745	289	508	545	776	1369	1451	947	331	704	345	972	589	720	899	675	809	897	546	871	1386
ENSG00000006468	174	186	657	346	319	543	660	298	245	198	346	441	758	465	228	211	235	2430	17608	304	251	191	128	2672	385	260	243	335
ENSG00000006530	265	809	828	938	449	1036	905	1049	595	758	739	1097	1027	1515	978	649	857	562	798	727	1178	867	1034	971	939	608	1094	1001
ENSG00000006534	109	125	243	140	243	138	409	139	139	95	173	150	217	131	73	267	88	77	105	167	91	38	74	124	199	70	163	98
ENSG00000006555	380	260	652	164	718	144	512	120	469	94	623	119	466	111	722	631	297	778	269	821	200	586	179	424	521	73	216	618
ENSG00000006576	82	193	550	406	349	406	1003	545	191	260	367	472	1030	708	461	269	496	168	392	245	267	312	140	326	790	192	312	523
ENSG00000006606	0	3	8	17	2	2	8	2	3	0	10	2	7	0	4	0	2	4	4	0	3	0	6	6	6	0	0	2
ENSG00000006607	230	628	1327	792	549	783	999	755	462	623	624	573	1032	1150	905	1020	671	497	561	1028	359	770	573	773	1063	563	648	1127
ENSG00000006611	3	5	2	7	1	2	0	0	3	21	0	0	1	0	0	3	0	0	0	2	0	0	0	0	4	3	1	0
ENSG00000006625	257	731	396	886	491	786	522	1357	498	701	788	865	784	1399	915	486	1235	669	1106	601	3040	694	1958	707	489	663	735	993
ENSG00000006634	1	222	212	313	174	286	259	368	151	266	200	294	334	480	425	143	243	145	369	251	472	328	325	270	388	299	261	182
ENSG00000006638	127	106	58	153	86	61	139	77	150	116	134	114	91	43	79	199	70	68	80	137	39	102	69	115	111	98	84	47
ENSG00000006652	144	420	290	1031	411	871	423	616	296	654	608	746	911	1110	719	543	1127	318	800	512	630	1272	1654	1256	967	502	1000	563
ENSG00000006659	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006695	154	149	437	262	303	185	332	227	249	228	329	276	478	488	452	328	314	342	289	366	314	247	210	269	357	206	239	476
ENSG00000006704	294	457	820	550	632	746	854	644	533	495	525	545	772	453	505	716	417	563	706	906	431	424	367	716	688	353	511	560
ENSG00000006712	821	1043	2573	1456	1454	986	2529	1682	1327	863	1270	1321	2151	1528	2293	1803	1171	1977	1212	3112	1263	2407	1834	1546	2089	591	996	2267
ENSG00000006715	1116	1203	2429	1837	1082	1505	2480	2097	1422	1239	1546	1643	2582	2418	2606	1854	1732	1538	1410	1802	2005	2287	1986	1256	1996	1491	1318	2850
ENSG00000006740	190	372	587	495	403	200	542	562	252	503	345	463	489	554	490	444	482	345	387	461	480	442	588	546	395	181	304	504
ENSG00000006744	417	1151	1653	1207	662	500	1604	1125	981	973	722	807	1510	1272	1481	942	963	1208	1231	1633	1232	783	870	905	1365	431	855	1551
ENSG00000006747	85	595	1105	350	135	171	359	1070	143	91	315	546	467	526	453	683	922	796	500	388	519	945	261	568	254	307	619	1205
ENSG00000006756	2065	4076	4168	3093	3188	3079	2507	3700	3110	3364	3398	3052	3062	2514	4573	3991	3570	7250	6985	5653	4208	6346	4617	3200	3975	5445	2907	4767
ENSG00000006757	283	326	609	594	397	414	682	675	426	177	460	380	572	808	970	452	572	702	571	801	823	855	684	450	624	297	338	930
ENSG00000006788	0	4	0	3	0	4	0	2	0	2	0	7	4	2	0	0	0	0	5	0	0	0	0	0	2	0	4	0
ENSG00000006831	680	834	2559	1664	1087	1238	2438	1924	1158	555	1045	1038	2330	2213	2536	1363	1119	1810	1379	2427	2591	2186	1425	1351	2056	703	1045	2238
ENSG00000006837	5	71	25	36	37	83	28	90	19	37	37	29	77	54	34	27	56	21	80	51	37	42	33	67	44	20	40	43
ENSG00000007001	0	7	6	5	4	5	5	3	11	3	2	13	1	6	0	3	1	0	3	3	0	9	8	13	8	0	7	0
ENSG00000007038	30	11	99	99	57	4	127	10	15	5	36	0	155	8	135	15	62	98	36	126	23	212	0	14	93	5	2	50
ENSG00000007047	617	638	809	541	539	404	1297	677	702	389	491	434	816	537	678	861	422	660	472	998	546	847	519	609	719	326	380	697
ENSG00000007062	50	28	1243	62	166	47	291	17	184	34	218	8	251	37	108	821	113	289	133	102	49	48	16	551	320	37	104	207
ENSG00000007080	641	485	532	409	516	228	1207	810	757	330	388	408	680	449	815	739	434	507	593	1111	697	989	586	490	566	195	196	605
ENSG00000007129	7	9	14	7	3	13	61	27	4	2	10	15	44	27	4	6	10	16	2	6	2	16	5	6	27	0	4	6
ENSG00000007168	639	1232	4585	2272	1420	1431	4539	2444	1273	1489	1880	2024	4603	3542	3411	1570	2003	1372	1966	2408	1776	2009	1486	2300	3714	990	1675	2910
ENSG00000007171	2	29	103	15	44	2	30	6	12	4	0	0	16	1	11	64	9	22	2	15	0	15	18	19	19	4	8	20
ENSG00000007174	2	90	89	95	9	40	77	64	19	49	22	23	164	726	93	38	29	27	29	66	43	29	65	57	40	19	17	69
ENSG00000007202	644	938	5398	1735	967	1087	2680	1586	878	1004	823	1130	4401	4610	1631	1352	1602	1636	1922	2444	2716	1411	1529	1653	1434	605	1148	2672
ENSG00000007216	1	1	2	0	6	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	6	0	0	0	2	0	0	0
ENSG00000007237	519	135	1029	316	333	364	707	332	511	280	367	740	1496	543	389	448	257	467	378	331	164	244	132	382	422	159	307	599
ENSG00000007255	287	121	272	257	428	253	427	343	382	226	260	246	292	278	573	522	293	378	429	703	509	544	544	222	391	203	150	477
ENSG00000007264	34	30	63	48	9	28	57	110	54	129	36	105	71	17	15	45	89	40	52	111	2	22	43	125	24	55	62	73
ENSG00000007306	2	2	3	0	38	0	6	0	2	0	10	0	0	0	0	0	0	3	4	0	16	0	0	0	2	0	0	0
ENSG00000007312	59	52	30	88	57	46	129	54	94	28	69	33	90	5	56	98	41	39	26	39	37	20	32	14	139	12	8	63
ENSG00000007314	14	26	9	28	2	0	6	0	13	17	18	0	15	0	9	9	3	5	8	18	0	5	0	4	14	2	4	4
ENSG00000007341	239	345	478	411	390	377	624	530	303	394	500	478	589	663	819	503	520	436	546	334	603	756	392	495	598	376	375	580
ENSG00000007350	0	6	10	2	0	0	17	0	14	4	20	2	7	3	9	10	12	0	2	0	0	0	0	3	2	0	2	8
ENSG00000007372	0	6	2	16	6	1	2	0	4	2	0	6	8	5	0	0	8	2	2	0	0	8	0	4	6	6	1	1
ENSG00000007376	331	523	164	211	281	259	329	363	262	350	166	224	312	302	233	240	241	205	326	487	480	273	360	205	229	215	137	189
ENSG00000007384	404	1317	791	663	538	1357	1287	966	521	1115	575	734	1159	1109	819	666	507	837	832	1183	755	749	916	723	842	325	451	610
ENSG00000007392	501	3423	858	1618	534	3211	2105	1536	774	3589	1092	2282	2267	1305	925	920	1470	458	2109	1273	982	1554	1607	2406	2096	1364	2264	989
ENSG00000007402	264	439	531	351	414	212	467	271	386	515	272	307	334	267	323	280	210	364	223	606	195	402	447	239	348	375	163	355
ENSG00000007516	110	365	364	243	111	313	230	494	94	241	130	194	257	335	241	121	187	134	135	482	238	443	403	177	213	73	123	471
ENSG00000007520	482	523	446	494	496	383	874	917	469	312	476	326	560	601	780	521	442	532	597	975	999	1071	838	523	526	264	238	539
ENSG00000007541	388	550	391	396	345	510	825	492	385	415	296	336	647	511	600	503	331	480	478	987	502	510	433	399	604	192	225	364
