gene_id	ERR5671402	ERR5671403	ERR5671404	ERR5671408	ERR5671409	ERR5671410
ENSMUSG00000000355	848	973	884	888	814	1204
ENSMUSG00000000359	192	160	221	211	173	164
ENSMUSG00000000365	17	39	21	59	43	75
ENSMUSG00000000374	3583	3618	3496	3730	3242	3909
ENSMUSG00000000378	2622	2057	2001	2458	2239	2404
ENSMUSG00000000381	0	0	0	0	0	0
ENSMUSG00000000384	2678	1956	1907	2394	2014	2833
ENSMUSG00000000385	0	0	0	0	0	0
ENSMUSG00000000386	0	2	2	0	0	0
ENSMUSG00000000392	11	9	0	11	20	4
ENSMUSG00000000394	0	0	0	0	0	0
ENSMUSG00000000399	4616	4468	4332	4705	4005	4233
ENSMUSG00000000402	0	0	0	0	0	0
ENSMUSG00000000409	2	10	2	16	15	13
ENSMUSG00000000411	0	0	0	0	0	0
ENSMUSG00000000416	4	3	8	2	4	7
ENSMUSG00000000420	5148	5721	5982	5332	4614	7563
ENSMUSG00000000435	0	0	0	6	3	4
ENSMUSG00000000439	1314	1379	1120	1291	1241	1252
ENSMUSG00000000440	1659	552	2712	1194	1195	1954
ENSMUSG00000000441	5211	5110	4063	5194	5057	4854
ENSMUSG00000000486	39	52	36	44	28	34
ENSMUSG00000000489	22	26	2	81	52	434
ENSMUSG00000000530	1234	1794	1609	1084	1742	1205
ENSMUSG00000000531	454	561	270	339	356	296
ENSMUSG00000000532	1140	1688	998	759	1198	590
ENSMUSG00000000538	2378	2454	2359	1872	2184	1737
ENSMUSG00000000544	0	0	0	2	0	0
ENSMUSG00000000552	359	433	415	543	455	383
ENSMUSG00000000555	24657	22825	17835	26087	26422	22275
ENSMUSG00000000560	0	0	0	0	0	0
ENSMUSG00000000561	2564	2271	2348	2682	2459	3209
ENSMUSG00000000562	0	0	0	0	0	0
ENSMUSG00000000563	8048	8240	8460	8835	8578	10132
ENSMUSG00000000567	1029	1711	663	889	717	515
ENSMUSG00000000568	772	584	620	828	645	1255
ENSMUSG00000000579	43	37	71	59	43	55
ENSMUSG00000000581	1015	999	1021	923	954	1717
ENSMUSG00000000594	323	441	359	326	294	240
ENSMUSG00000000600	913	1045	1023	951	1068	1608
ENSMUSG00000000605	3077	3272	3200	3005	3239	3361
ENSMUSG00000000606	0	0	0	0	0	0
ENSMUSG00000000617	0	0	0	0	0	0
ENSMUSG00000000627	13	31	4	10	7	53
ENSMUSG00000000628	4118	6150	5716	4633	5663	4141
ENSMUSG00000000631	2661	2725	1691	2038	2011	1651
ENSMUSG00000000632	1	0	0	0	0	0
ENSMUSG00000000673	0	0	0	0	0	0
ENSMUSG00000000682	0	2	0	3	4	0
ENSMUSG00000000686	83	49	60	58	51	39
ENSMUSG00000000690	0	7	0	0	0	0
ENSMUSG00000000693	36561	22099	24325	25182	27622	19907
ENSMUSG00000000701	0	0	0	0	0	0
ENSMUSG00000000706	0	0	3	0	0	3
ENSMUSG00000000708	662	981	907	629	942	585
ENSMUSG00000000711	4019	4925	4292	4022	3706	2940
ENSMUSG00000000724	0	0	0	0	0	0
ENSMUSG00000000730	223	335	94	309	325	224
ENSMUSG00000000731	0	0	0	0	0	0
ENSMUSG00000000732	62	94	40	73	53	76
ENSMUSG00000000738	2954	2878	2631	2652	2652	2348
ENSMUSG00000000739	13	8	4	19	11	11
ENSMUSG00000000740	27520	25841	20644	25815	23959	23381
ENSMUSG00000000743	6872	6195	6002	6658	5785	5203
ENSMUSG00000000751	11836	8530	8909	11922	10247	10539
ENSMUSG00000000753	56311	63666	44466	46013	51994	32017
ENSMUSG00000000759	2332	2271	1787	2505	1994	2471
ENSMUSG00000000766	0	0	0	0	0	0
ENSMUSG00000000776	1787	2054	1500	2268	2083	1742
ENSMUSG00000000782	34	8	34	23	39	100
ENSMUSG00000000787	8341	8912	11248	11174	9520	21913
ENSMUSG00000000791	37	19	11	21	22	39
ENSMUSG00000000792	2	2	8	8	3	4
ENSMUSG00000000794	4	19	13	44	45	29
ENSMUSG00000000804	1034	1219	1419	1127	1188	1748
ENSMUSG00000000805	0	0	0	1	0	0
ENSMUSG00000000811	450	397	484	567	477	439
ENSMUSG00000000817	0	0	0	0	0	0
ENSMUSG00000000823	916	797	774	735	819	747
ENSMUSG00000000826	5787	6932	6212	6537	6373	6090
ENSMUSG00000000827	3834	4206	3405	4103	3505	3530
ENSMUSG00000000838	873	1024	1354	1124	1297	3084
ENSMUSG00000000861	2	2	0	2	2	4
ENSMUSG00000000869	0	0	0	0	0	0
ENSMUSG00000000876	430	568	579	383	428	146
ENSMUSG00000000881	1478	1765	1444	1289	1451	1394
ENSMUSG00000000884	350	182	155	301	198	325
ENSMUSG00000000889	2	9	0	4	9	9
ENSMUSG00000000901	1679	2173	1726	1405	1844	1254
ENSMUSG00000000902	5035	4722	3660	5309	4726	4004
ENSMUSG00000000903	0	1	0	0	0	1
ENSMUSG00000000915	718	639	447	469	526	635
ENSMUSG00000000916	863	710	571	866	620	960
ENSMUSG00000000934	381	432	414	448	372	520
ENSMUSG00000000938	1181	1192	1248	1392	1245	1076
ENSMUSG00000000942	15	16	6	11	10	12
ENSMUSG00000000948	56	88	105	69	51	90
ENSMUSG00000000957	17464	20615	17025	16942	18475	11987
ENSMUSG00000000958	419	519	314	599	562	328
ENSMUSG00000000959	2015	1918	1521	1861	1683	1662
ENSMUSG00000000976	2212	2246	1737	2158	2072	2245
ENSMUSG00000000982	9	33	0	0	9	10
ENSMUSG00000000983	0	0	0	0	0	0
ENSMUSG00000001014	13	7	16	15	6	10
ENSMUSG00000001016	4661	4562	3631	5567	4896	5917
ENSMUSG00000001017	4736	4547	3905	4835	4258	5547
ENSMUSG00000001018	1218	1425	1878	1297	1342	1239
ENSMUSG00000001020	20225	17357	59395	21274	22276	17486
ENSMUSG00000001021	158	58	269	105	53	185
ENSMUSG00000001023	13	7	41	3	5	26
ENSMUSG00000001025	76760	47140	121372	76994	66249	61391
ENSMUSG00000001027	0	17	2	4	14	2
ENSMUSG00000001029	1	2	2	0	0	6
ENSMUSG00000001034	1614	1206	1225	1461	1164	1037
ENSMUSG00000001036	1264	953	1279	1313	1101	1855
ENSMUSG00000001039	469	447	346	584	388	317
ENSMUSG00000001052	2246	2191	2222	2258	2311	2458
ENSMUSG00000001053	137	50	60	88	71	289
ENSMUSG00000001054	1432	1411	1047	1484	1097	1122
ENSMUSG00000001056	3862	2651	2553	3294	2669	4452
ENSMUSG00000001062	706	628	591	724	602	607
ENSMUSG00000001065	1072	1020	897	887	906	954
ENSMUSG00000001076	0	0	0	0	0	0
ENSMUSG00000001082	1872	1638	1547	1481	1421	1842
ENSMUSG00000001089	5998	7878	7563	7457	7355	7565
ENSMUSG00000001095	0	0	0	6	0	0
ENSMUSG00000001098	17121	14321	13888	16841	13940	12015
ENSMUSG00000001100	4740	5094	3966	5066	4539	3832
ENSMUSG00000001103	0	0	0	0	0	0
ENSMUSG00000001105	1627	1877	1452	1415	1798	1347
ENSMUSG00000001119	5698	16736	4076	6108	9856	1879
ENSMUSG00000001120	586	535	445	665	542	378
ENSMUSG00000001123	2584	4926	2845	2948	2946	1231
ENSMUSG00000001127	2617	2915	2471	2409	2406	2543
ENSMUSG00000001128	54	52	49	29	55	87
ENSMUSG00000001131	53963	73468	44817	57552	60684	76523
ENSMUSG00000001134	695	504	560	567	501	563
ENSMUSG00000001138	480	453	395	444	423	559
ENSMUSG00000001143	353	198	288	357	303	363
ENSMUSG00000001150	3374	3635	3021	3236	3112	2972
ENSMUSG00000001151	2202	1693	1609	1860	1802	2361
ENSMUSG00000001155	0	0	0	0	0	0
ENSMUSG00000001156	183	270	175	202	211	152
ENSMUSG00000001157	815	1034	818	820	742	792
ENSMUSG00000001158	1268	1255	1156	1301	1112	1462
ENSMUSG00000001166	31	35	53	19	26	23
ENSMUSG00000001168	0	0	0	0	0	0
ENSMUSG00000001173	1963	2096	1910	1965	1807	1929
ENSMUSG00000001175	30530	32793	31346	33674	29387	40784
ENSMUSG00000001211	4134	3911	4011	4328	4175	3570
ENSMUSG00000001225	0	4	0	0	0	0
ENSMUSG00000001227	181	280	226	211	195	170
ENSMUSG00000001228	5893	3644	3423	5949	4232	7950
ENSMUSG00000001229	3790	3520	2978	4072	3943	3348
ENSMUSG00000001240	49	52	51	23	31	42
ENSMUSG00000001247	6	8	5	0	9	9
ENSMUSG00000001248	1933	1653	1603	1743	1805	2086
ENSMUSG00000001249	8	13	3	6	5	1
ENSMUSG00000001260	0	0	0	0	0	0
ENSMUSG00000001270	2432	3953	2876	3237	3418	2322
ENSMUSG00000001280	4112	4554	4329	4145	4158	5257
ENSMUSG00000001281	557	261	670	558	277	1488
ENSMUSG00000001285	1854	1430	1204	1896	1479	1780
ENSMUSG00000001288	3660	4458	2980	3692	3953	2354
ENSMUSG00000001289	4076	3918	3300	4157	3762	3376
ENSMUSG00000001300	2388	3079	1878	2497	2477	3452
ENSMUSG00000001305	1193	991	860	1198	1155	1763
ENSMUSG00000001313	266	176	327	233	148	254
ENSMUSG00000001323	586	834	572	532	601	422
ENSMUSG00000001333	69	85	115	96	84	135
ENSMUSG00000001334	29	168	42	136	229	106
ENSMUSG00000001348	10	21	11	1	9	4
ENSMUSG00000001349	1995	6419	1011	4182	4712	496
ENSMUSG00000001366	1494	1465	1222	1207	1382	1187
ENSMUSG00000001376	1750	1996	2141	1711	1615	2692
ENSMUSG00000001380	6076	5994	5245	6162	5342	6959
ENSMUSG00000001383	2065	2307	2120	2180	1912	2282
ENSMUSG00000001403	2666	1924	1710	2837	2430	3449
ENSMUSG00000001415	7503	6353	5727	7674	6867	7752
ENSMUSG00000001416	26834	22441	20629	28514	23348	28559
ENSMUSG00000001418	6214	5434	6765	4962	5269	5113
ENSMUSG00000001419	2434	2479	2367	2506	2314	2711
ENSMUSG00000001420	89	47	47	63	54	77
ENSMUSG00000001424	25259	25285	18184	26084	25184	18348
ENSMUSG00000001435	513	943	473	660	736	720
ENSMUSG00000001436	1806	1407	966	1251	1170	1801
ENSMUSG00000001440	36500	33705	35090	37371	35610	46858
ENSMUSG00000001441	2753	3429	2733	3148	3032	2411
ENSMUSG00000001444	0	0	0	0	0	2
ENSMUSG00000001445	3223	3204	2946	3308	2955	3200
ENSMUSG00000001467	7371	10237	6806	7819	7253	4851
ENSMUSG00000001472	18327	18380	16233	19433	18166	15121
ENSMUSG00000001473	29153	25494	19933	32432	28034	28788
ENSMUSG00000001482	2270	2083	1684	2346	2131	1830
ENSMUSG00000001493	541	43	77	179	140	336
ENSMUSG00000001494	0	0	0	6	0	0
ENSMUSG00000001496	0	0	0	0	0	0
ENSMUSG00000001497	88	50	55	31	52	126
ENSMUSG00000001504	74	153	109	131	168	81
ENSMUSG00000001506	96582	276573	41928	107087	165016	19873
ENSMUSG00000001507	1201	429	1852	828	492	2912
ENSMUSG00000001508	2	13	2	86	47	40
ENSMUSG00000001510	23	61	151	80	51	42
ENSMUSG00000001517	2978	1986	1766	2658	2157	3434
ENSMUSG00000001518	790	564	626	720	659	809
ENSMUSG00000001520	16	9	6	12	14	7
ENSMUSG00000001521	2533	2357	2151	2654	2611	2142
ENSMUSG00000001524	1570	1277	1109	1328	949	1099
ENSMUSG00000001525	128990	100320	93618	131704	108281	109926
ENSMUSG00000001542	1554	1762	1922	1979	1861	3117
ENSMUSG00000001552	796	762	958	779	683	928
ENSMUSG00000001555	28668	32984	20849	27769	30631	16361
ENSMUSG00000001558	5	21	15	2	19	6
ENSMUSG00000001566	0	0	0	0	0	0
ENSMUSG00000001569	1551	1711	1553	1626	1503	1964
ENSMUSG00000001576	11398	10839	11115	11163	10530	10498
ENSMUSG00000001583	0	5	0	0	2	0
ENSMUSG00000001588	0	1	0	0	6	2
ENSMUSG00000001604	109	66	65	64	37	24
ENSMUSG00000001622	0	0	0	8	0	5
ENSMUSG00000001627	3514	3020	3399	3093	3179	7982
ENSMUSG00000001630	565	1131	802	719	715	825
ENSMUSG00000001632	1709	1617	1439	1563	1825	1919
ENSMUSG00000001642	4367	3919	3699	4576	3808	6630
ENSMUSG00000001655	852	869	715	693	722	410
ENSMUSG00000001656	899	867	635	825	825	751
ENSMUSG00000001657	36	53	30	33	39	15
ENSMUSG00000001661	176	313	136	192	212	204
ENSMUSG00000001663	288	593	212	225	372	110
ENSMUSG00000001665	373	618	456	362	345	178
ENSMUSG00000001666	604	802	606	585	617	339
ENSMUSG00000001670	0	0	0	0	0	0
ENSMUSG00000001672	0	0	0	0	0	0
ENSMUSG00000001674	3090	2931	2735	3799	2946	4233
ENSMUSG00000001687	2130	2021	2430	2362	2049	3100
ENSMUSG00000001700	738	968	800	850	808	467
ENSMUSG00000001707	1854	1610	1513	2138	1620	2738
ENSMUSG00000001729	23715	19087	19684	22948	20293	20700
ENSMUSG00000001739	328	208	599	408	582	420
ENSMUSG00000001741	29	173	20	78	64	31
ENSMUSG00000001750	2943	2786	2096	2671	2834	2573
ENSMUSG00000001751	671	883	787	655	661	496
ENSMUSG00000001755	1033	695	900	796	837	997
ENSMUSG00000001761	7992	6657	5649	7207	7106	6899
ENSMUSG00000001763	5	11	6	26	20	26
ENSMUSG00000001767	1194	1798	1282	1524	1160	1450
ENSMUSG00000001768	1507	1908	1711	1265	1464	1574
ENSMUSG00000001773	0	0	2	4	1	9
ENSMUSG00000001774	2256	2147	2653	2626	2051	5230
ENSMUSG00000001783	8428	7969	6846	8219	7336	7708
ENSMUSG00000001785	3233	3239	2491	3817	2799	4105
ENSMUSG00000001786	560	665	550	652	495	658
ENSMUSG00000001794	15092	12878	13959	14783	13083	12121
ENSMUSG00000001802	734	681	642	689	876	583
ENSMUSG00000001804	0	0	0	0	0	0
ENSMUSG00000001815	0	0	0	0	0	0
ENSMUSG00000001819	0	10	0	6	0	13
ENSMUSG00000001823	0	0	0	0	0	0
ENSMUSG00000001827	34	24	28	34	16	29
ENSMUSG00000001829	2192	1967	1403	2271	1964	1889
ENSMUSG00000001833	4567	5192	6341	5437	5605	12033
ENSMUSG00000001844	1156	1187	926	1073	961	869
ENSMUSG00000001847	17491	17444	16865	17444	15289	16814
ENSMUSG00000001855	3062	2992	2410	2972	2827	3172
ENSMUSG00000001864	245	259	445	458	425	558
ENSMUSG00000001865	0	0	0	0	0	0
ENSMUSG00000001870	19442	10109	37733	6923	15025	11796
ENSMUSG00000001891	4664	7696	7474	7773	7786	6072
ENSMUSG00000001901	0	0	0	0	0	0
ENSMUSG00000001909	2447	2094	2012	2355	2208	3036
ENSMUSG00000001910	7333	6502	6080	6561	6744	7329
ENSMUSG00000001911	10080	9743	7519	9395	8211	4639
ENSMUSG00000001918	4971	3110	3533	3497	4369	5390
ENSMUSG00000001924	38126	33790	31031	39802	34039	36411
ENSMUSG00000001930	8	16	9	7	18	9
ENSMUSG00000001942	728	911	798	818	841	650
ENSMUSG00000001943	6	4	0	5	4	3
ENSMUSG00000001946	12	11	8	13	11	23
ENSMUSG00000001948	19	22	13	18	15	27
ENSMUSG00000001962	1234	1309	1476	1348	1201	1052
ENSMUSG00000001964	3083	2899	2177	3185	2742	2602
ENSMUSG00000001983	436	392	271	392	305	317
ENSMUSG00000001985	2	1	0	6	0	15
ENSMUSG00000001986	679	946	967	591	811	815
ENSMUSG00000001988	0	0	0	0	0	0
ENSMUSG00000001995	2833	2756	2632	3604	3492	3208
ENSMUSG00000001998	540	590	667	731	679	870
ENSMUSG00000001999	1094	1032	1238	1158	1108	1234
ENSMUSG00000002006	341	510	195	404	477	147
ENSMUSG00000002007	0	14	4	66	57	29
ENSMUSG00000002010	3481	3268	2821	3430	3100	3165
ENSMUSG00000002012	25	43	13	11	20	10
ENSMUSG00000002014	6599	7102	5168	6954	6558	5076
ENSMUSG00000002015	6905	7409	7180	7886	7484	7115
ENSMUSG00000002017	3031	3022	2439	3562	2947	2741
ENSMUSG00000002020	65769	61067	28525	26290	36919	31098
ENSMUSG00000002028	2076	2364	1795	1798	1804	2182
ENSMUSG00000002031	1861	1588	1810	1620	1467	1442
ENSMUSG00000002032	6	2	2	2	2	2
ENSMUSG00000002033	0	0	0	0	0	0
ENSMUSG00000002043	643	1066	922	656	559	438
ENSMUSG00000002052	5176	5789	5123	5776	5771	5252
ENSMUSG00000002055	2494	2182	1763	2662	2095	3426
ENSMUSG00000002057	3	0	0	0	2	3
ENSMUSG00000002058	332	208	350	290	212	389
ENSMUSG00000002059	4801	4729	4301	4530	4521	4419
ENSMUSG00000002064	2956	3044	2516	2569	2834	2309
ENSMUSG00000002068	1644	1695	1406	2055	1768	2119
ENSMUSG00000002076	4	13	12	28	42	12
ENSMUSG00000002083	279	264	283	282	329	217
ENSMUSG00000002100	0	0	0	0	0	0
ENSMUSG00000002102	13310	10995	10499	14125	11029	12760
ENSMUSG00000002103	2171	2447	2265	1744	2076	1801
ENSMUSG00000002104	19	58	23	118	111	106
ENSMUSG00000002105	4753	5061	4163	4232	4571	3417
ENSMUSG00000002107	4323	3255	4783	3983	3283	4653
ENSMUSG00000002108	130	79	320	144	151	131
ENSMUSG00000002109	60	58	64	67	72	51
ENSMUSG00000002111	2	2	0	4	0	0
ENSMUSG00000002129	6039	5106	3911	6300	5112	5188
ENSMUSG00000002147	8666	8455	7968	8845	7674	7434
ENSMUSG00000002190	6	5	7	9	20	4
ENSMUSG00000002204	0	0	0	0	0	0
ENSMUSG00000002205	1016	819	676	875	938	796
ENSMUSG00000002210	866	434	532	755	728	851
ENSMUSG00000002221	1230	971	1064	1149	1107	1622
ENSMUSG00000002222	807	1168	1084	795	1090	1022
ENSMUSG00000002227	2051	1755	1739	1805	1809	1202
ENSMUSG00000002228	31	30	49	69	38	76
ENSMUSG00000002233	10784	9482	12170	12385	10887	10251
ENSMUSG00000002240	0	0	0	0	0	0
ENSMUSG00000002249	868	1157	670	957	923	395
ENSMUSG00000002250	1234	1241	999	1257	1196	1497
ENSMUSG00000002257	1297	1322	1158	1045	1154	936
ENSMUSG00000002265	478	487	538	878	855	1009
ENSMUSG00000002266	9	19	4	45	19	35
ENSMUSG00000002274	1143	1001	692	900	771	782
ENSMUSG00000002279	1666	1764	1220	1628	1695	939
ENSMUSG00000002280	969	975	792	880	772	847
ENSMUSG00000002289	2264	2082	3604	2679	2757	2683
ENSMUSG00000002297	1757	1314	1547	1659	1707	4157
ENSMUSG00000002307	1235	1362	1021	1238	1345	1143
ENSMUSG00000002308	1350	1393	1197	1428	1425	1279
ENSMUSG00000002319	2887	2819	2554	2936	2629	2725
ENSMUSG00000002320	3970	3661	3156	3196	3527	3196
ENSMUSG00000002324	0	0	0	0	2	0
ENSMUSG00000002325	467	678	452	445	446	261
ENSMUSG00000002326	1107	1049	1017	1058	975	1183
ENSMUSG00000002329	1106	1048	1071	1042	1010	1073
ENSMUSG00000002332	2169	2340	1847	2097	1958	1531
ENSMUSG00000002341	2	0	0	2	0	2
ENSMUSG00000002342	1670	1789	1583	1331	1545	1612
ENSMUSG00000002343	1612	1150	1133	1360	1113	1158
ENSMUSG00000002345	1102	830	960	939	747	672
ENSMUSG00000002346	87	52	109	57	54	48
ENSMUSG00000002365	9400	6471	9321	7213	6752	11703
ENSMUSG00000002372	5145	4701	4027	5202	4679	5330
ENSMUSG00000002379	3066	2848	3527	2468	2839	1771
ENSMUSG00000002384	3	0	0	5	3	1
ENSMUSG00000002393	2522	2029	1840	2378	2550	2165
ENSMUSG00000002395	1719	2023	1393	1766	1786	1343
ENSMUSG00000002396	290	277	278	302	160	132
ENSMUSG00000002409	413	397	427	280	380	136
ENSMUSG00000002413	823	938	1155	1045	1194	1797
ENSMUSG00000002416	1770	1538	1351	1526	1504	1263
ENSMUSG00000002428	585	760	835	899	773	1318
ENSMUSG00000002455	3665	3774	3193	3829	3470	3200
ENSMUSG00000002458	1996	1962	1633	1972	2001	1895
ENSMUSG00000002459	12	10	6	38	8	23
ENSMUSG00000002475	52	113	92	50	57	50
ENSMUSG00000002477	2248	1866	1676	2067	1969	3679
ENSMUSG00000002486	242	256	229	257	281	289
ENSMUSG00000002489	2244	3434	1890	2825	2951	1364
ENSMUSG00000002496	5173	5405	4056	5477	4742	3884
ENSMUSG00000002500	0	0	0	0	0	0
ENSMUSG00000002504	290	287	174	274	301	184
ENSMUSG00000002524	7450	6861	5284	7326	6576	6762
ENSMUSG00000002546	5444	6544	4708	5849	5961	3623
ENSMUSG00000002550	1688	1384	1505	1600	1389	1662
ENSMUSG00000002565	10	6	4	0	0	27
ENSMUSG00000002578	1	6	6	2	7	12
ENSMUSG00000002580	1405	1643	1605	1650	1398	937
ENSMUSG00000002588	0	0	1	0	0	0
ENSMUSG00000002602	80913	57873	73887	68909	63112	82900
ENSMUSG00000002603	532	403	310	509	391	922
ENSMUSG00000002608	953	985	803	985	1034	807
ENSMUSG00000002617	61	79	77	13	60	224
ENSMUSG00000002625	679	727	609	584	645	576
ENSMUSG00000002633	0	0	0	0	0	0
ENSMUSG00000002635	908	686	666	828	696	864
ENSMUSG00000002658	3087	3141	2828	3452	2749	3501
ENSMUSG00000002660	1854	1596	1442	1904	1397	1946
ENSMUSG00000002661	284	274	214	328	232	230
ENSMUSG00000002664	0	0	0	2	0	0
ENSMUSG00000002668	0	1	0	0	0	0
ENSMUSG00000002679	702	915	640	553	696	1016
ENSMUSG00000002688	912	840	796	944	1075	778
ENSMUSG00000002699	0	10	0	0	1	0
ENSMUSG00000002718	6265	5196	5237	6637	5807	10430
ENSMUSG00000002728	2022	2074	1779	1896	1749	2611
ENSMUSG00000002731	945	1038	823	748	766	691
ENSMUSG00000002732	952	1458	895	1146	1308	907
ENSMUSG00000002733	1898	1635	1973	1749	1813	2810
ENSMUSG00000002741	7365	7884	6565	7620	6826	6279
ENSMUSG00000002748	7227	7518	7233	8875	7753	9613
ENSMUSG00000002763	1482	1537	1271	1489	1445	1019
ENSMUSG00000002767	1903	1611	1433	1881	1385	1795
ENSMUSG00000002768	2773	2616	2349	3017	2184	2163
ENSMUSG00000002769	0	0	0	4	2	8
ENSMUSG00000002771	75	104	55	71	112	62
ENSMUSG00000002778	8537	9553	6067	8478	8405	5210
ENSMUSG00000002781	937	991	777	872	860	740
ENSMUSG00000002791	4	9	10	11	17	1
ENSMUSG00000002797	199	204	395	255	200	728
ENSMUSG00000002799	2	11	12	27	33	53
ENSMUSG00000002803	411	392	427	505	346	392
ENSMUSG00000002804	195	238	228	210	183	100
ENSMUSG00000002808	2230	1669	1309	1412	1472	1718
ENSMUSG00000002812	11645	10554	10384	10852	10017	8867
ENSMUSG00000002814	722	726	652	936	699	1023
ENSMUSG00000002820	822	714	416	885	734	761
ENSMUSG00000002825	1022	820	865	1002	845	1283
ENSMUSG00000002831	1668	452	7337	1950	1772	1320
ENSMUSG00000002833	3118	2647	2338	3129	2682	2854
ENSMUSG00000002835	2188	1464	1422	2302	1839	2476
ENSMUSG00000002844	2812	2907	2231	2957	2475	2516
ENSMUSG00000002845	2251	2868	1898	2522	2889	1685
ENSMUSG00000002846	1417	1593	1263	1496	1339	1502
ENSMUSG00000002847	459	1047	668	473	831	717
ENSMUSG00000002870	5566	3486	3571	5566	4176	6566
ENSMUSG00000002871	1021	731	883	763	741	983
ENSMUSG00000002881	1292	1164	1635	1190	1205	2846
ENSMUSG00000002885	363	651	531	501	568	328
ENSMUSG00000002897	2754	3788	2114	3057	4371	2293
ENSMUSG00000002900	17404	14794	16656	13116	15440	20255
ENSMUSG00000002908	77	157	63	60	72	23
ENSMUSG00000002910	136	133	153	107	148	106
ENSMUSG00000002930	0	0	0	0	0	0
ENSMUSG00000002944	28	114	160	33	27	14
ENSMUSG00000002948	957	1057	910	1094	1006	987
ENSMUSG00000002949	1411	1428	1445	1571	1390	1961
ENSMUSG00000002957	15108	17093	14042	18003	15923	14170
ENSMUSG00000002963	1775	1553	1549	1762	1415	1570
ENSMUSG00000002968	3053	2631	2415	2574	2718	2575
ENSMUSG00000002980	125	104	186	145	134	115
ENSMUSG00000002981	8668	6969	6956	8002	7496	7563
ENSMUSG00000002983	724	636	467	571	585	811
ENSMUSG00000002984	5292	4461	4698	4836	4190	5609
ENSMUSG00000002985	57	269	147	81	31	46
ENSMUSG00000002992	0	0	0	0	0	0
ENSMUSG00000002996	2032	3258	2280	2011	2216	1585
ENSMUSG00000002997	2679	2364	3550	3132	2800	4746
ENSMUSG00000003031	1744	2288	1407	1664	1585	1149
ENSMUSG00000003032	1557	3813	2690	2348	2127	1910
ENSMUSG00000003033	2654	2465	2219	2392	2266	2370
