gene_id	ERR3971851	ERR3971852	ERR3971853	ERR3971854	ERR3971855	ERR3971856	ERR3971857	ERR3971858	ERR3971859	ERR3971860	ERR3971861	ERR3971862
AT1G04213	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04227	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04233	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04243	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04253	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04263	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04287	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04293	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04295	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04307	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04320	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04327	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04333	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04337	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04343	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04353	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04363	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04370	12	9	14	0	0	1	22	41	51	0	1	0
AT1G04373	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04377	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04383	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04387	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04403	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04433	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04443	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04445	1	2	3	0	0	3	9	12	15	1	7	3
AT1G04447	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04450	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04453	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04455	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04463	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04487	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04493	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04497	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04503	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04507	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04513	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04527	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04533	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04537	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04557	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04573	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04583	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04593	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04597	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04603	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04607	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04623	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04650	22	32	26	31	34	36	41	30	29	48	35	50
AT1G04660	3	2	3	8	18	20	0	0	0	0	2	0
AT1G05680	151	177	226	74	31	31	884	1144	1439	318	379	151
AT1G06090	18	21	14	61	52	74	23	34	37	29	16	19
AT1G06970	2	1	3	0	1	3	0	1	2	0	0	2
AT1G08473	0	0	0	0	0	0	0	0	0	0	0	1
AT1G08860	36	50	56	1	3	1	47	90	98	5	0	1
AT1G09450	32	20	38	48	39	35	25	26	29	34	36	46
AT1G09817	0	0	0	0	0	0	0	0	0	0	0	0
AT1G11170	40	34	36	45	40	44	25	27	31	26	31	31
AT1G11720	359	381	418	517	438	411	343	388	361	479	441	472
AT1G11925	114	72	77	0	2	1	75	167	161	0	0	1
AT1G13330	28	20	33	26	26	26	24	26	39	55	50	43
AT1G13410	28	34	33	41	27	27	29	43	21	37	43	42
AT1G14205	37	37	34	31	26	38	23	27	23	42	38	46
AT1G14315	2	0	0	0	0	0	0	0	1	0	2	0
AT1G14470	33	33	36	27	35	36	23	30	38	51	24	40
AT1G15520	1258	1479	2377	30	23	38	917	1707	3225	42	77	44
AT1G16150	26	16	38	55	41	40	28	19	35	56	23	21
AT1G16410	51	104	77	126	152	245	13	11	5	13	7	30
AT1G16420	40	88	128	6	1	8	36	100	109	2	1	1
AT1G16830	41	24	33	30	30	27	28	31	26	49	50	33
AT1G17020	49	45	61	24	26	51	125	267	291	77	101	99
AT1G18750	33	33	33	40	34	36	14	36	46	36	39	32
AT1G20470	9	9	4	7	4	6	1	1	4	10	5	13
AT1G21700	389	376	363	454	369	373	407	499	489	432	343	407
AT1G25277	25	37	49	26	27	30	18	46	48	39	44	20
AT1G25360	38	29	33	21	26	34	35	29	28	33	48	42
AT1G25480	203	214	224	237	216	254	184	254	201	185	192	243
AT1G26799	0	0	0	0	0	0	0	0	0	0	0	0
AT1G27300	623	526	712	471	380	543	648	924	757	484	546	525
AT1G28040	0	0	0	2	1	1	0	0	0	2	2	0
AT1G28560	20	31	37	40	33	21	25	28	42	39	56	41
AT1G30420	845	889	1361	261	228	245	1341	1823	2350	350	262	322
AT1G31190	407	396	332	408	384	403	314	318	315	358	368	325
AT1G31740	0	0	0	1	0	0	0	0	0	0	0	0
AT1G32350	176	288	308	15	6	11	220	311	390	13	15	9
AT1G32960	28	22	34	0	0	0	45	57	90	1	15	4
AT1G33960	275	605	1952	3	19	20	182	565	1053	10	137	16
AT1G34245	33	36	31	42	41	26	18	36	23	39	50	36
AT1G34440	2	3	4	2	5	4	0	0	0	0	0	0
AT1G35210	152	130	162	7	1	5	67	146	146	6	5	4
AT1G35365	0	0	0	0	0	0	0	0	0	0	0	0
AT1G43790	10	13	3	51	75	73	46	26	42	45	2	18
AT1G49410	543	575	612	450	344	347	409	481	394	391	502	453
AT1G51010	2	1	3	0	0	0	0	0	0	0	0	0
AT1G51070	740	698	704	1055	833	968	655	792	693	836	875	901
AT1G51150	0	0	0	0	0	0	0	0	0	0	0	0
AT1G51440	1	2	5	6	6	7	2	1	0	0	0	0
AT1G52340	25	33	31	42	39	40	21	30	34	41	34	27
AT1G53330	37	38	32	37	23	29	37	35	48	35	33	28
AT1G53490	27	29	25	26	30	36	88	95	127	106	109	100
AT1G54385	17	28	33	63	45	44	14	13	27	62	17	50
AT1G56060	257	204	378	2	4	8	138	186	290	2	2	1
AT1G56240	74	64	60	1	3	1	78	80	171	7	4	0
AT1G56250	303	270	299	2	3	8	327	419	523	2	6	4
AT1G57780	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58460	6	3	5	2	7	3	0	1	0	1	0	0
AT1G59660	65	46	53	75	63	69	138	163	152	140	121	134
AT1G59950	34	38	49	0	0	7	25	52	43	1	2	0
AT1G61255	52	41	49	47	20	36	40	37	21	22	22	26
AT1G61320	1	1	0	0	1	0	5	17	20	6	7	4
AT1G61800	129	237	424	18	16	15	89	173	339	2	18	3
AT1G62540	10	13	18	15	15	20	4	4	5	6	0	7
AT1G62560	48	67	64	55	68	100	5	11	9	8	15	22
AT1G62920	29	17	33	43	30	45	28	23	27	30	50	43
AT1G62960	285	316	343	329	215	266	299	329	349	261	245	247
AT1G63000	623	546	494	774	666	710	582	630	638	714	651	681
AT1G64160	330	313	390	8	7	7	306	474	488	17	23	23
AT1G64405	6	9	7	11	3	5	1	9	3	4	9	9
AT1G65150	28	29	34	37	24	41	36	38	38	37	18	40
AT1G65480	10	6	10	28	26	36	2	3	3	7	2	16
AT1G65860	29	32	47	47	79	65	6	6	20	7	3	18
AT1G68862	26	18	33	53	33	40	18	38	18	36	43	40
AT1G69740	2747	2641	2628	2419	2084	2013	2199	2436	2409	2082	1959	2022
AT1G69920	836	740	1121	52	33	39	841	1268	1441	70	47	72
AT1G69930	372	344	564	5	5	11	533	843	1067	15	9	11
AT1G71520	112	92	143	2	2	5	127	177	200	1	7	1
AT1G72870	15	17	19	32	20	37	36	53	36	63	25	51
AT1G73010	118	83	101	0	3	2	99	164	145	1	3	1
AT1G73620	22	9	13	56	32	47	14	13	29	48	52	61
AT1G73630	29	27	23	52	39	39	25	34	22	44	28	40
AT1G75125	30	43	36	37	34	32	26	25	26	45	34	45
AT1G76680	3379	3447	4078	672	640	618	8853	12144	11677	2561	3147	2237
AT1G77360	34	50	37	40	27	21	42	38	31	28	25	29
AT1G77530	23	6	20	46	82	104	6	0	2	41	35	43
AT1G77765	4	3	3	9	4	5	8	2	3	6	2	10
AT1G77885	135	165	132	219	189	236	123	152	138	198	197	198
AT1G77960	15	12	7	16	7	14	0	1	0	0	0	0
AT1G78450	146	135	170	188	149	141	29	42	27	41	87	84
AT1G78922	0	0	1	1	0	0	1	0	0	0	0	0
AT1G79770	41	49	28	39	23	27	41	34	37	34	30	26
AT1G80970	28	26	32	50	46	39	26	25	23	29	40	39
AT2G04050	36	45	84	66	29	21	93	105	145	270	202	127
AT2G04850	44	34	50	53	40	58	40	32	32	44	37	61
AT2G05914	37	21	22	12	16	12	0	1	0	0	1	0
AT2G07654	0	0	0	0	0	0	0	0	0	0	0	0
AT2G08735	2	5	1	2	1	0	19	26	17	18	35	26
AT2G09990	1241	1049	1243	970	851	871	822	903	900	749	961	969
AT2G14115	26	31	40	26	34	29	29	45	40	23	47	27
AT2G14610	0	27	55	1	0	7	1	3	37	0	183	1
AT2G15042	16	15	47	27	16	14	5	8	16	3	1	6
AT2G15780	205	197	177	0	0	1	301	367	376	2	0	0
AT2G18193	43	40	45	92	45	38	136	169	207	191	248	128
AT2G20800	1	0	0	4	6	0	8	6	6	9	18	6
AT2G20815	37	25	43	30	41	28	31	40	31	23	39	37
AT2G21350	41	34	39	34	23	18	30	43	23	26	52	35
AT2G22910	314	342	314	290	227	259	286	365	326	335	304	326
AT2G23100	124	121	117	92	72	97	117	116	112	58	71	70
AT2G23985	31	24	35	45	35	49	24	31	27	36	43	32
AT2G24195	25	17	45	1	0	0	17	62	43	0	0	2
AT2G24255	0	0	0	0	0	0	3	7	1	7	3	3
AT2G24610	1	3	2	21	22	18	11	9	12	14	8	13
AT2G24780	0	0	0	0	0	0	0	0	0	0	0	0
AT2G24850	28	62	150	1	1	2	9	35	71	2	18	1
AT2G25740	258	279	313	307	253	289	317	349	350	319	299	366
AT2G26020	27	10	6	2	0	1	1	1	0	1	0	0
AT2G26160	0	0	0	0	0	1	0	0	0	0	0	0
AT2G26700	24	34	26	36	41	35	32	44	40	34	18	46
AT2G27380	132	33	35	47	20	1	0	0	11	1	48	2
AT2G28190	480	485	610	372	276	273	1734	1463	1943	1681	2237	1317
AT2G28210	195	207	342	5	3	6	227	254	481	9	5	6
AT2G29150	14	24	15	0	0	0	24	41	40	0	3	0
AT2G29350	22	54	81	8	4	16	27	44	78	15	20	28
AT2G29460	805	873	1475	32	17	29	989	1792	1910	70	105	56
AT2G29470	172	193	188	3	1	2	86	255	165	10	10	5
AT2G30370	24	12	45	48	46	41	13	28	26	46	36	40
AT2G30770	196	332	457	1	0	8	80	195	258	12	23	7
AT2G31540	1	1	0	6	4	2	1	0	0	7	2	2
AT2G31751	10	22	30	14	9	12	55	70	81	36	39	39
AT2G31900	24	56	20	52	48	61	22	22	21	33	15	35
AT2G32140	116	97	150	4	1	2	80	164	173	5	7	4
AT2G32990	15	10	24	61	89	88	8	12	15	25	30	35
AT2G33400	40	52	50	73	68	60	31	44	49	65	59	48
AT2G33580	31	37	39	38	27	19	44	51	56	24	17	21
AT2G33735	25	32	39	34	34	38	30	27	34	39	45	36
AT2G34010	42	53	36	42	25	38	20	27	15	28	38	34
AT2G34140	24	40	39	39	35	19	40	28	38	34	30	31
AT2G35000	13	13	22	56	43	72	25	26	25	28	35	42
AT2G37340	802	649	755	964	778	808	753	923	755	798	847	846
AT2G37770	156	205	225	9	8	7	344	429	475	82	62	29
AT2G38240	47	84	82	4	1	0	46	42	68	7	15	4
AT2G39030	279	373	385	0	0	0	149	244	355	1	1	1
AT2G42040	365	326	371	377	336	403	297	401	311	282	447	282
AT2G42260	47	41	49	32	30	32	20	24	31	31	29	34
AT2G42530	252	120	105	815	1069	831	51	52	50	209	183	159
AT2G42865	41	36	26	33	25	36	31	41	39	27	44	34
AT2G44735	16	30	26	44	47	32	24	40	40	42	26	43
AT2G44840	5	4	7	3	4	2	4	4	5	4	3	5
AT2G45570	115	163	295	11	2	16	196	309	472	11	10	15
AT2G45760	187	189	358	0	1	5	100	255	303	9	6	7
AT2G46400	181	186	299	4	8	6	121	240	295	10	25	11
AT2G47520	58	60	50	1	5	0	70	109	95	1	9	1
AT2G48090	38	53	24	29	27	36	34	33	33	32	18	48
AT3G01175	31	20	32	41	26	24	24	34	47	54	31	42
AT3G01330	46	30	33	41	15	25	33	35	31	28	42	41
AT3G01600	4	7	6	4	3	7	37	52	38	124	118	60
AT3G01710	29	31	47	40	39	25	24	31	30	36	28	37
AT3G02020	98	168	155	275	254	341	28	22	21	51	74	53
AT3G02840	226	202	239	2	7	8	191	284	288	5	5	2
AT3G03700	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04125	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04220	109	110	167	2	6	8	105	132	181	2	7	3
AT3G04305	0	0	0	0	0	0	0	0	0	0	0	0
AT3G05920	30	17	36	46	28	55	15	22	44	27	47	32
AT3G06040	520	482	542	465	395	400	449	478	436	415	487	427
AT3G06955	10	3	5	13	10	6	2	0	0	1	0	0
AT3G07670	590	560	542	645	572	560	454	490	421	577	585	537
AT3G08040	45	47	28	57	31	51	131	149	168	146	190	166
AT3G13335	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13433	42	56	116	12	3	8	29	58	63	12	6	6
AT3G13760	26	22	17	45	31	52	18	21	18	32	62	54
AT3G15353	2381	1916	2152	3244	2907	2876	2118	2718	2313	3111	2495	3093
AT3G17750	462	471	442	580	534	537	439	454	474	519	397	521
AT3G19615	122	123	184	5	3	10	154	300	225	9	15	18
AT3G19710	133	218	163	328	314	463	49	44	80	54	152	119
AT3G20940	3	2	0	16	5	10	4	2	8	6	6	5
AT3G21380	73	5	15	23	4	5	0	1	6	0	16	5
AT3G22231	18	57	128	1	8	0	0	23	8	3	67	10
AT3G23123	35	30	25	1	1	1	39	61	63	0	1	0
AT3G23230	76	74	82	0	0	1	102	114	146	1	1	0
AT3G24770	112	112	141	115	106	125	111	157	176	122	118	126
AT3G26190	112	82	67	0	2	0	106	178	150	0	0	0
AT3G26830	1670	1976	2815	49	43	61	1921	3289	4080	78	84	89
AT3G27940	8	3	12	6	8	8	2	6	0	1	3	0
AT3G28660	27	45	46	36	28	23	38	32	15	46	23	39
AT3G28740	375	264	438	104	77	97	2807	3629	3482	1233	1698	1008
AT3G29644	8	5	4	13	17	10	44	54	61	59	72	81
AT3G29670	40	32	55	40	25	37	22	32	48	39	9	26
AT3G29970	102	87	119	0	0	0	38	86	72	0	3	0
AT3G33528	0	1	0	1	2	3	7	12	3	12	14	11
AT3G42860	18	30	35	31	32	35	46	27	33	39	33	43
AT3G43250	23	14	29	0	1	0	16	29	48	0	0	0
AT3G44300	1094	1551	1719	579	385	594	2951	4363	5824	2051	1792	1762
AT3G44830	54	48	109	2	1	1	67	110	176	1	1	0
AT3G45400	72	86	84	97	73	101	53	88	81	84	59	95
AT3G46080	141	134	224	6	24	3	176	298	369	8	38	17
AT3G46490	426	353	456	446	499	415	84	82	63	122	97	104
AT3G47540	275	380	728	15	7	17	206	423	557	9	19	12
AT3G48201	0	1	0	2	0	0	2	0	0	0	1	0
AT3G48640	43	71	206	1	0	1	32	66	133	0	19	3
AT3G49600	303	350	301	337	311	332	400	424	397	403	347	369
AT3G49620	3335	4004	5854	174	165	223	3748	4617	6474	130	100	100
AT3G50540	23	12	7	22	24	15	0	1	0	0	0	0
AT3G51660	192	215	415	111	88	105	174	324	347	102	58	97
AT3G52530	20	27	28	40	46	43	32	35	28	45	22	32
AT3G52540	29	26	62	35	39	25	29	42	28	33	26	23
AT3G53220	24	34	45	39	26	20	44	39	23	36	27	43
AT3G53600	132	130	176	3	0	0	111	240	207	0	2	2
AT3G55890	19	20	30	21	22	38	32	48	43	40	37	47
AT3G56500	53	55	70	6	0	2	44	118	78	4	4	2
AT3G57290	1789	1765	2001	1872	1549	1596	1707	2016	1984	1806	1674	1835
AT3G57760	91	106	103	53	37	39	132	156	148	43	39	60
AT3G57860	37	28	37	45	38	34	25	29	39	37	25	37
AT3G60120	618	642	830	2	4	4	605	995	1039	6	5	5
AT3G60140	407	443	735	40	31	28	596	894	1030	40	45	24
AT3G60270	33	30	38	16	28	23	27	58	50	35	23	39
AT3G60540	61	62	82	14	10	26	51	36	17	12	10	21
AT3G61650	120	130	127	158	147	149	113	145	144	170	131	160
AT3G62300	287	246	260	375	361	347	265	275	344	349	292	359
AT3G62930	22	26	27	52	42	38	23	45	24	44	30	34
AT3G63070	621	829	755	736	671	781	865	993	990	862	590	786
AT4G00390	23	30	15	7	4	7	41	49	39	43	40	30
AT4G01170	0	0	0	0	0	0	0	0	0	0	0	0
AT4G01790	37	25	34	35	33	33	34	33	33	36	43	29
AT4G04480	21	19	33	0	0	0	6	20	23	0	0	0
AT4G04540	40	38	74	1	0	0	107	159	238	0	3	2
AT4G05380	0	0	0	0	3	2	3	5	4	14	7	3
AT4G06075	44	64	55	47	43	49	15	20	18	10	11	12
AT4G08555	290	266	479	22	21	17	827	1486	1208	143	228	93
AT4G08940	20	36	21	49	32	37	33	35	29	31	31	45
AT4G10530	68	87	108	7	2	1	92	132	140	3	0	3
AT4G10950	2	1	5	4	3	2	4	4	5	6	2	6
AT4G11480	51	57	57	5	4	4	39	86	90	1	1	2
AT4G12735	14	9	6	14	3	2	17	40	28	31	53	22
AT4G12790	630	508	681	583	464	501	496	684	670	571	639	502
AT4G13450	0	0	0	0	0	1	0	1	0	3	0	0
AT4G13560	32	34	58	71	52	64	7	15	7	17	18	21
AT4G13570	12	15	16	36	31	36	4	5	2	4	4	9
AT4G13577	11	10	30	10	11	10	2	5	0	4	6	7
AT4G13770	254	453	450	455	436	675	47	60	71	94	162	139
AT4G14140	16	20	9	28	15	34	2	9	5	8	3	4
AT4G16008	23	19	22	57	30	59	27	31	27	32	25	49
AT4G16750	28	21	28	29	50	48	26	31	22	46	42	40
AT4G16820	87	60	73	0	3	1	83	152	137	0	0	0
AT4G17905	14	12	6	11	10	5	3	14	13	6	7	15
AT4G18860	0	0	0	0	0	0	0	1	0	0	0	0
AT4G19690	3	0	1	202	29	133	6	10	18	17	80	8
AT4G20060	52	87	84	104	97	104	78	104	96	95	111	99
AT4G20230	9	4	5	12	8	11	1	0	3	2	1	5
AT4G20860	1610	1614	1878	1081	703	965	2384	2403	2663	1278	875	1112
AT4G21300	34	33	36	40	21	32	24	30	38	42	29	53
AT4G21650	11	15	17	49	58	64	11	6	5	15	2	20
AT4G22030	77	82	97	3	4	3	70	118	104	4	0	3
AT4G22250	42	36	31	41	39	33	16	35	32	36	28	31
AT4G22390	29	25	14	32	24	20	3	4	3	10	7	10
AT4G22710	534	598	533	12	12	17	595	748	868	13	10	10
AT4G23170	175	186	196	77	76	75	146	212	173	69	73	80
AT4G25740	1900	1837	2005	1409	1264	1260	1269	1356	1118	1344	1507	1465
AT4G25800	32	27	30	41	42	44	28	36	30	33	35	32
AT4G26255	12	8	9	6	6	13	1	3	0	1	11	1
AT4G26260	31	68	100	5	1	10	35	39	46	2	1	0
AT4G27140	46	30	14	33	47	0	0	0	24	0	33	5
AT4G27150	133	32	3	42	29	7	0	3	63	0	60	40
AT4G27480	13	23	28	40	22	49	26	36	49	40	27	59
AT4G28085	528	529	710	28	22	46	511	864	751	15	29	18
AT4G28520	588	38	4	97	284	1	1	0	131	0	134	87
AT4G29560	32	26	37	35	29	37	29	29	29	46	36	43
AT4G29760	7	0	5	7	1	2	9	10	24	16	17	10
AT4G29770	0	4	1	2	0	4	5	9	10	7	11	10
AT4G31110	26	29	26	69	45	40	17	26	20	37	19	52
AT4G31950	70	74	113	0	0	1	79	130	143	0	0	0
AT4G31970	2561	3703	3389	169	104	170	3787	7006	6030	462	278	443
AT4G32605	153	178	175	178	137	155	135	151	143	171	191	168
AT4G33720	4	5	9	6	0	4	22	120	79	17	132	7
AT4G33880	0	0	0	16	9	6	15	12	19	7	14	6
AT4G34138	836	831	704	281	271	264	1497	1791	1661	680	684	763
AT4G35180	157	250	350	10	9	16	186	319	427	7	10	20
AT4G35820	0	0	0	0	0	0	0	0	0	0	0	0
AT4G36120	24	33	32	38	40	47	24	27	31	48	22	32
AT4G36820	93	122	205	3	6	8	76	129	89	3	1	0
AT4G37170	48	31	33	28	44	30	23	30	28	44	34	27
AT4G37290	193	172	252	0	4	5	251	448	329	4	7	0
AT4G37700	3	1	0	17	9	14	1	0	0	2	0	0
AT4G37710	239	174	172	0	0	0	177	237	205	0	0	0
AT4G37925	165	156	154	232	268	211	80	74	65	137	139	157
AT5G01205	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01380	89	74	101	5	4	2	42	102	95	1	11	2
AT5G01665	0	0	0	0	0	0	0	0	0	0	0	0
AT5G01940	39	17	20	24	22	34	31	53	45	42	50	34
AT5G03390	41	41	32	21	27	27	39	35	55	38	20	34
AT5G03545	85	67	68	90	164	164	21	19	9	48	42	33
AT5G05100	852	780	909	883	696	781	883	1094	1117	720	784	714
AT5G05340	163	242	179	9	7	24	113	167	161	10	2	13
AT5G05685	0	0	0	0	0	0	0	0	0	0	0	0
AT5G06440	584	508	538	713	668	577	556	686	606	723	719	596
AT5G06630	1	0	0	41	18	42	56	35	65	26	47	14
AT5G06640	2	3	1	105	63	105	69	63	141	31	71	41
AT5G07285	29	38	37	40	28	29	23	41	25	37	33	49
AT5G07690	5	9	6	8	13	5	0	0	0	1	1	0
AT5G08930	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09005	0	0	0	0	0	0	0	0	0	0	0	0
AT5G09600	37	41	26	28	14	25	45	71	58	23	13	19
AT5G10040	32	28	38	0	0	0	9	23	29	0	1	0
AT5G10140	17	23	16	41	29	20	4	7	2	3	10	8
AT5G11190	13	13	18	10	13	15	0	4	3	4	8	7
AT5G14490	0	0	1	0	2	0	4	9	2	6	2	6
AT5G14700	441	453	485	29	31	22	371	551	570	9	18	24
AT5G15350	1506	1347	1439	1388	1052	1204	1017	908	999	789	985	901
AT5G15360	11	6	8	8	10	19	0	0	0	0	0	0
AT5G16960	17	24	54	2	3	1	60	80	176	11	13	12
AT5G16980	238	228	270	78	68	66	670	755	872	340	584	347
AT5G17160	48	36	72	101	133	111	35	51	59	127	61	105
AT5G17670	360	308	356	288	339	291	225	283	263	333	358	302
AT5G19260	33	40	26	42	39	38	24	32	34	45	21	37
AT5G20260	3	14	52	3	1	2	4	21	157	0	3	0
AT5G20860	0	0	0	3	8	5	3	4	7	17	14	6
AT5G22300	975	1333	1831	68	56	99	1517	2374	3256	117	127	106
AT5G22520	114	113	194	2	4	3	84	147	152	2	7	0
AT5G22530	60	58	86	0	1	0	49	94	118	1	6	1
AT5G23010	566	999	842	1059	1047	1506	151	141	176	225	194	302
AT5G23880	285	297	229	299	285	271	292	344	289	334	304	352
AT5G24105	21	11	25	36	44	30	1	9	3	8	21	10
AT5G24110	182	163	97	13	4	6	156	171	134	7	1	10
AT5G24240	15	6	23	12	7	23	284	424	540	180	165	228
AT5G25980	387	376	728	667	590	594	106	158	197	99	136	163
AT5G27200	0	0	0	0	1	1	1	3	4	12	8	4
AT5G28030	23	26	19	36	41	32	30	40	28	46	37	39
AT5G28646	111	130	130	5	3	2	123	173	157	1	4	2
AT5G32460	0	0	0	0	0	0	23	24	16	45	26	14
AT5G35190	5	0	0	95	45	93	58	32	100	34	34	19
