gene_id	ERR3721875	ERR3721871	ERR3721868	ERR3721876	ERR3721870	ERR3721873	ERR3721867	ERR3721874	ERR3721869	ERR3721872
ENSG00000066468	7	15	13	3	19	0	0	0	20	18
ENSG00000066735	36	12	6	34	6	21	0	0	14	15
ENSG00000066813	0	0	0	0	0	0	0	0	0	0
ENSG00000067057	2120	3652	3474	2759	3301	1686	1653	882	3414	1709
ENSG00000067560	3419	3968	4068	2565	4564	2381	2774	2222	4786	3544
ENSG00000067842	0	0	0	0	0	0	0	0	0	0
ENSG00000067955	126	145	486	115	283	114	97	137	183	166
ENSG00000068650	227	215	313	300	281	287	216	125	252	162
ENSG00000068781	0	0	0	0	0	0	0	0	0	0
ENSG00000068985	0	0	0	0	0	0	0	0	0	0
ENSG00000069206	0	0	0	0	0	0	0	0	0	0
ENSG00000069764	0	9	14	7	29	0	11	0	32	0
ENSG00000070190	0	13	35	0	31	0	9	0	17	7
ENSG00000070193	0	0	0	0	0	0	0	0	0	0
ENSG00000070748	0	0	0	0	0	0	0	0	0	0
ENSG00000070808	0	0	0	0	0	0	0	0	0	0
ENSG00000070886	0	0	0	0	0	0	0	0	0	1
ENSG00000070915	0	0	0	0	0	0	0	0	0	0
ENSG00000070985	0	0	0	0	0	0	0	0	0	0
ENSG00000071203	0	0	0	0	0	0	0	0	0	0
ENSG00000071909	0	0	0	0	0	0	0	0	0	0
ENSG00000072080	0	0	0	0	0	0	0	0	0	0
ENSG00000072694	0	0	0	0	0	0	0	0	0	0
ENSG00000073754	0	0	0	0	0	0	0	0	0	0
ENSG00000073861	0	0	0	0	0	0	0	0	0	0
ENSG00000074317	0	0	0	0	0	0	0	0	1	0
ENSG00000074771	0	0	0	0	0	0	0	0	0	0
ENSG00000074803	0	0	0	0	0	0	0	0	0	0
ENSG00000075035	0	0	0	0	0	0	0	0	0	0
ENSG00000075043	0	0	0	0	0	0	0	0	0	0
ENSG00000075388	0	0	0	0	0	0	0	0	0	0
ENSG00000075429	0	0	0	0	0	0	0	0	0	0
ENSG00000075673	0	0	0	0	0	0	0	0	0	0
ENSG00000075785	1092	1501	1805	1293	1510	1370	937	1314	1663	1353
ENSG00000076662	0	0	0	0	0	0	0	0	0	0
ENSG00000076716	0	27	35	2	23	0	3	0	22	0
ENSG00000076944	607	696	648	404	821	217	220	318	568	524
ENSG00000077009	0	0	0	0	0	0	0	0	0	0
ENSG00000077080	0	0	1	0	0	0	0	0	0	0
ENSG00000077274	0	0	0	0	1	0	0	0	0	0
ENSG00000077279	0	0	0	0	0	0	0	0	0	0
ENSG00000077420	209	3	12	164	3	209	0	93	15	131
ENSG00000077498	0	0	0	0	0	0	0	0	0	0
ENSG00000077800	0	0	0	0	1	0	0	0	0	0
ENSG00000077943	0	0	0	0	0	0	0	0	0	0
ENSG00000078295	0	0	0	0	0	0	0	0	1	0
ENSG00000078328	0	1	0	0	0	0	0	0	0	0
ENSG00000078579	0	0	1	0	0	0	0	0	0	0
ENSG00000078589	0	0	0	0	0	0	0	0	0	0
ENSG00000080007	0	0	0	0	0	0	0	0	0	0
ENSG00000080166	0	0	0	0	0	0	0	0	0	0
ENSG00000080293	23	0	3	12	0	24	0	1	0	3
ENSG00000080511	0	0	0	0	0	0	0	0	0	0
ENSG00000080561	55	38	31	3	61	57	1	0	70	34
ENSG00000081138	0	0	0	0	0	0	0	0	0	0
ENSG00000081237	0	0	0	0	0	0	0	0	0	0
ENSG00000081800	0	0	0	0	0	0	0	0	0	0
ENSG00000082175	0	0	0	0	0	0	0	0	0	0
ENSG00000082293	0	0	0	0	0	0	0	0	0	0
ENSG00000082497	0	1	3	4	0	0	0	0	2	0
ENSG00000082684	0	0	0	0	1	0	0	0	0	0
ENSG00000083622	0	0	0	0	0	0	0	0	0	0
ENSG00000083782	0	0	0	0	0	0	0	0	0	0
ENSG00000084110	23	20	44	41	22	29	30	0	1	27
ENSG00000084674	0	0	0	0	0	0	0	0	0	0
ENSG00000084734	66	1	19	45	33	58	1	39	5	52
ENSG00000085265	0	0	0	0	0	0	0	0	0	0
ENSG00000085563	29	5	10	18	5	0	0	0	9	1
ENSG00000086288	0	0	0	0	0	0	0	0	0	0
ENSG00000086506	0	3	13	14	0	13	0	0	0	13
ENSG00000086696	0	16	34	1	34	0	0	0	57	0
ENSG00000086967	0	0	0	0	0	0	0	0	0	0
ENSG00000087128	0	0	0	0	0	0	0	0	0	0
ENSG00000087303	75	16	33	81	39	72	25	0	22	49
ENSG00000088320	0	0	0	0	0	0	0	0	0	0
ENSG00000088538	0	8	11	3	8	49	0	0	18	7
ENSG00000088782	0	0	0	0	0	0	0	0	0	0
ENSG00000088882	0	0	0	0	0	0	0	0	0	0
ENSG00000088926	0	0	0	0	0	0	0	0	0	0
ENSG00000089012	0	0	0	0	0	0	0	0	0	0
ENSG00000089116	0	0	0	0	0	0	0	0	0	0
ENSG00000089356	0	108	63	8	91	12	9	0	37	4
ENSG00000089472	1	39	108	10	139	4	37	3	48	18
ENSG00000090104	0	0	0	0	0	0	1	0	0	0
ENSG00000090402	0	0	0	0	0	0	0	0	0	0
ENSG00000090447	247	170	203	231	180	171	87	190	200	193
ENSG00000090659	0	0	0	0	0	0	0	0	0	0
ENSG00000091129	109	139	250	167	174	183	114	359	149	240
ENSG00000091482	2	51	45	13	64	7	51	0	36	12
ENSG00000091664	0	0	0	0	0	0	0	0	0	0
ENSG00000091704	0	0	0	0	0	0	0	0	0	0
ENSG00000092009	0	0	0	0	0	0	0	0	0	0
ENSG00000092345	0	0	0	0	0	0	0	0	0	0
ENSG00000092377	0	0	0	0	0	0	0	0	0	0
ENSG00000094661	0	0	0	0	0	0	0	0	0	0
ENSG00000094796	0	0	0	0	0	0	0	0	0	0
ENSG00000095110	0	0	0	0	0	0	0	0	0	0
ENSG00000095464	16	14	8	13	15	0	10	5	2	14
ENSG00000095596	0	1	0	0	0	0	0	0	0	0
ENSG00000095777	0	0	0	0	0	0	0	0	0	0
ENSG00000095917	0	0	0	0	0	0	0	0	0	0
ENSG00000095970	0	0	0	0	0	0	0	0	0	0
ENSG00000095981	0	0	0	0	0	0	0	0	0	0
ENSG00000096264	0	0	0	0	0	0	0	0	0	0
ENSG00000096395	0	0	0	0	0	0	0	0	0	0
ENSG00000096996	0	0	0	0	0	0	0	0	0	0
ENSG00000099399	0	0	0	0	0	0	0	0	0	0
ENSG00000099715	0	0	0	0	0	0	0	0	0	0
ENSG00000099721	0	0	0	0	0	0	0	0	0	0
ENSG00000099795	759	914	1033	557	1038	543	415	437	975	1007
ENSG00000099869	0	0	0	0	0	0	0	0	0	0
ENSG00000099960	0	0	0	0	0	0	0	0	0	0
ENSG00000099977	0	0	0	0	0	0	1	0	0	0
ENSG00000099984	0	0	0	0	0	0	0	0	0	0
ENSG00000099985	0	0	0	0	0	0	0	0	0	0
ENSG00000100003	63	253	267	127	225	92	188	47	318	154
ENSG00000100024	0	0	0	0	0	0	0	0	0	0
ENSG00000100053	0	0	0	0	0	0	0	0	0	0
ENSG00000100095	0	0	0	0	0	0	0	0	0	0
ENSG00000100101	0	0	0	0	0	0	0	0	0	0
ENSG00000100121	0	0	0	1	0	0	0	0	0	0
ENSG00000100122	0	0	0	0	0	0	0	0	0	0
ENSG00000100249	0	0	0	0	0	0	0	0	0	0
ENSG00000100321	150	33	31	64	22	64	38	0	28	66
ENSG00000100336	0	0	0	0	0	0	0	0	0	0
ENSG00000100341	0	0	0	0	0	0	0	0	0	0
ENSG00000100368	0	0	0	0	0	0	0	0	0	0
ENSG00000100373	0	0	0	0	0	0	0	0	0	0
ENSG00000100427	0	0	0	0	0	0	0	0	0	0
ENSG00000100448	0	0	0	0	0	0	0	0	0	0
ENSG00000100450	0	0	0	0	0	0	0	0	0	0
ENSG00000100453	0	0	0	0	0	0	0	0	0	0
ENSG00000100532	27	66	102	61	90	54	71	0	93	91
ENSG00000100565	0	0	0	0	0	0	0	0	0	0
ENSG00000100626	7	4	5	5	3	6	8	0	1	5
ENSG00000100721	0	0	0	0	0	0	0	0	0	0
ENSG00000100726	783	768	930	484	1075	563	399	441	722	870
ENSG00000100842	0	0	0	0	0	0	1	0	0	0
ENSG00000100884	0	0	0	0	0	0	0	0	0	0
ENSG00000101017	72	5	17	31	13	0	0	20	8	19
ENSG00000101096	0	12	4	8	7	12	0	0	17	28
ENSG00000101098	0	0	0	0	0	0	0	0	1	0
ENSG00000101134	0	0	0	0	0	0	0	0	0	1
ENSG00000101144	0	11	21	6	8	0	0	0	20	0
ENSG00000101180	0	0	0	0	0	0	0	0	0	0
ENSG00000101188	0	0	1	0	0	0	0	0	0	0
ENSG00000101200	0	0	0	0	0	0	0	0	0	0
ENSG00000101282	0	0	0	0	0	0	0	0	0	0
ENSG00000101292	0	0	0	0	0	0	0	0	0	0
ENSG00000101327	0	0	0	0	0	0	0	0	0	0
ENSG00000101336	0	0	1	0	0	0	0	0	0	0
ENSG00000101342	45	49	45	78	69	78	48	0	71	38
ENSG00000101349	0	0	0	0	0	0	0	0	0	0
ENSG00000101425	0	0	0	0	0	0	0	0	0	0
ENSG00000101435	0	0	0	0	0	0	0	0	0	0
ENSG00000101446	0	0	0	0	0	0	0	0	0	0
ENSG00000101448	0	0	0	0	0	0	0	0	0	0
ENSG00000101542	0	2	1	0	0	0	0	0	0	0
ENSG00000101746	0	0	1	0	0	0	0	0	0	0
ENSG00000101812	0	0	0	0	0	0	0	0	0	0
ENSG00000101842	0	94	163	14	229	0	120	2	262	13
ENSG00000101890	0	0	0	0	1	0	0	0	0	0
ENSG00000101892	0	0	0	0	0	0	0	0	0	0
ENSG00000101898	0	0	0	0	0	0	0	0	0	0
ENSG00000101916	0	0	0	0	0	0	0	0	0	0
ENSG00000101938	0	0	1	0	0	0	0	0	0	0
ENSG00000101951	0	0	0	0	0	0	0	0	0	0
ENSG00000101958	0	0	0	0	0	0	0	0	0	0
ENSG00000101981	0	0	0	0	0	0	0	0	0	0
ENSG00000102021	0	0	0	0	0	0	0	0	0	0
ENSG00000102032	0	0	0	0	0	0	0	0	0	0
ENSG00000102053	3	7	7	0	1	13	0	9	1	8
ENSG00000102055	0	0	0	0	0	0	0	0	0	0
ENSG00000102076	0	0	0	0	0	0	0	0	0	0
ENSG00000102145	0	0	0	0	0	0	0	0	0	0
ENSG00000102195	0	0	0	0	0	0	0	0	1	0
ENSG00000102239	0	0	0	0	0	0	0	0	0	0
ENSG00000102243	0	0	0	0	0	0	0	0	0	0
ENSG00000102245	0	0	0	0	0	0	0	0	0	0
ENSG00000102290	0	0	0	0	0	0	0	0	0	0
ENSG00000102317	3530	2859	3897	3104	4817	3695	2175	3045	3585	4013
ENSG00000102445	0	0	0	0	0	0	0	0	0	0
ENSG00000102468	0	0	0	0	0	0	0	0	0	0
ENSG00000102539	0	0	0	0	0	0	0	0	0	0
ENSG00000102678	0	1	0	0	0	0	0	0	0	0
ENSG00000102760	155	105	88	84	115	65	29	1	114	102
ENSG00000102794	0	0	0	0	0	0	0	0	0	0
ENSG00000102891	0	0	0	0	0	0	0	0	0	0
ENSG00000102962	0	8	20	0	10	0	8	0	21	5
ENSG00000103200	0	0	0	0	0	0	0	0	0	0
ENSG00000103253	155	254	256	61	297	59	67	1	317	178
ENSG00000103310	0	0	0	0	0	0	0	0	0	0
ENSG00000103313	0	0	0	0	0	0	0	0	0	0
ENSG00000103355	0	0	0	0	0	0	0	0	0	0
ENSG00000103375	0	0	0	0	0	0	0	0	0	0
ENSG00000103426	0	0	0	0	0	0	0	0	0	0
ENSG00000103472	0	0	0	0	1	0	0	0	0	0
ENSG00000103522	0	0	0	0	0	0	0	0	0	0
ENSG00000103546	0	0	0	0	0	0	0	0	0	0
ENSG00000103942	35	58	67	53	55	73	27	34	31	43
ENSG00000104044	0	0	0	0	0	0	0	0	0	0
ENSG00000104055	0	0	0	0	0	0	0	0	0	0
ENSG00000104112	0	0	0	0	1	0	0	0	0	0
ENSG00000104313	0	0	0	0	0	0	0	0	0	0
ENSG00000104413	22	259	485	8	355	20	88	50	314	30
ENSG00000104435	0	0	0	0	0	0	0	0	0	0
ENSG00000104499	0	0	0	0	0	0	0	0	0	0
ENSG00000104755	0	0	0	0	0	0	0	0	0	0
ENSG00000104853	1811	1862	1970	1793	1726	1644	767	927	1715	1274
ENSG00000104879	0	0	0	0	0	0	0	0	0	0
ENSG00000104918	0	0	0	0	0	0	0	0	0	0
ENSG00000104921	0	0	0	0	0	0	0	0	0	0
ENSG00000104938	0	0	0	0	0	0	0	0	0	0
ENSG00000104941	0	0	0	0	0	0	0	0	0	0
ENSG00000104957	404	448	382	312	500	245	270	233	360	334
ENSG00000104970	0	0	0	0	0	0	0	0	0	0
ENSG00000104972	0	0	0	0	0	0	0	0	0	0
ENSG00000104974	0	0	0	0	0	0	0	0	0	0
ENSG00000105048	93	225	134	78	189	35	79	32	155	84
ENSG00000105141	0	0	0	0	0	0	0	0	0	0
ENSG00000105143	0	0	0	0	0	0	0	0	0	0
ENSG00000105198	0	0	0	0	0	0	0	0	0	0
ENSG00000105278	0	0	1	0	0	0	0	0	0	0
ENSG00000105352	0	0	0	0	0	0	0	0	0	0
ENSG00000105366	0	0	1	0	0	0	0	0	0	0
ENSG00000105369	3	40	38	17	103	0	19	23	75	6
ENSG00000105370	0	0	0	0	0	0	0	0	0	0
ENSG00000105371	0	0	0	0	0	0	0	0	0	0
ENSG00000105383	0	0	0	0	0	0	0	0	0	0
ENSG00000105392	0	0	1	0	0	0	0	0	0	0
ENSG00000105398	0	0	0	0	0	0	0	0	0	0
ENSG00000105428	0	0	0	0	0	0	0	0	0	0
ENSG00000105501	0	0	0	0	0	0	0	0	0	0
ENSG00000105507	0	0	0	0	0	0	0	0	0	0
ENSG00000105549	0	0	0	0	0	0	0	0	0	0
ENSG00000105550	0	0	0	0	0	0	0	0	0	0
ENSG00000105583	0	0	0	0	0	0	0	0	0	0
ENSG00000105609	0	0	0	0	0	0	5	0	0	0
ENSG00000105664	0	0	0	0	0	0	0	0	0	0
ENSG00000105694	0	0	0	0	0	0	0	0	0	0
ENSG00000105695	0	0	0	0	0	0	0	0	0	0
ENSG00000105697	0	0	0	0	0	0	0	0	0	0
ENSG00000105851	0	0	0	0	0	0	0	0	0	0
ENSG00000105954	0	0	0	0	0	0	0	0	0	0
ENSG00000105963	21	154	242	16	239	39	54	0	223	24
ENSG00000105989	0	0	0	0	0	0	0	0	0	0
ENSG00000106128	47	10	12	6	27	33	0	0	17	26
ENSG00000106236	0	0	0	0	0	0	0	0	0	0
ENSG00000106278	0	0	0	0	0	0	0	0	0	0
ENSG00000106304	0	0	0	0	0	0	0	0	0	0
ENSG00000106331	0	0	0	0	0	0	0	0	0	0
ENSG00000106341	0	0	0	0	0	0	0	0	0	0
ENSG00000106384	3	27	16	14	30	16	0	0	22	16
ENSG00000106410	0	0	0	0	0	0	0	0	0	0
ENSG00000106436	0	0	0	0	0	0	0	0	0	0
ENSG00000106511	0	0	0	0	0	0	0	0	0	0
ENSG00000106536	0	0	0	0	0	0	0	0	0	0
ENSG00000106540	0	0	0	0	0	0	0	0	0	0
ENSG00000106631	0	0	0	0	0	0	0	0	0	0
ENSG00000106648	0	0	0	0	0	0	0	0	0	0
ENSG00000107099	67	13	24	79	16	138	1	69	5	88
ENSG00000107447	0	0	0	0	0	0	0	0	0	0
ENSG00000107731	0	17	37	14	37	8	19	0	40	14
ENSG00000107831	0	0	0	0	0	0	0	0	0	0
ENSG00000108018	0	0	0	0	0	0	0	0	0	0
ENSG00000108231	0	0	0	0	0	0	0	0	0	1
ENSG00000108255	0	0	0	0	0	0	0	0	0	0
ENSG00000108342	21	10	191	0	60	0	6	0	128	40
ENSG00000108381	0	0	0	0	0	0	0	1	0	0
ENSG00000108387	0	5	11	13	10	21	0	0	2	27
ENSG00000108417	0	0	0	0	0	0	0	0	0	0
ENSG00000108442	0	0	0	0	0	0	0	0	0	0
ENSG00000108516	0	0	0	0	0	0	0	0	0	0
ENSG00000108582	567	532	964	647	969	1075	315	535	582	903
ENSG00000108684	0	0	0	0	0	0	0	0	0	0
ENSG00000108688	0	0	0	0	0	0	0	1	0	0
ENSG00000108700	0	0	0	0	0	0	0	0	0	0
ENSG00000108702	0	0	0	0	0	0	0	0	0	0
ENSG00000108771	14	19	32	27	27	0	0	21	26	12
ENSG00000108798	0	0	0	0	0	0	0	0	0	0
ENSG00000108825	0	0	0	0	0	0	0	0	0	0
ENSG00000108849	0	0	0	0	0	0	0	0	0	0
ENSG00000108878	0	0	0	0	0	0	0	0	0	0
ENSG00000109047	0	0	0	0	0	0	0	0	0	0
ENSG00000109132	0	0	0	0	0	0	0	0	0	0
ENSG00000109158	0	0	0	0	0	0	0	0	0	0
ENSG00000109182	0	0	0	0	0	0	0	0	0	0
ENSG00000109193	10	0	6	17	0	0	16	27	0	4
ENSG00000109205	0	0	0	0	0	0	0	0	1	0
ENSG00000109208	0	0	0	0	0	0	0	0	0	0
ENSG00000109272	0	0	0	0	0	0	0	0	0	0
ENSG00000109424	0	0	0	0	0	0	0	0	0	0
ENSG00000109471	0	0	0	0	0	0	0	0	0	0
ENSG00000109625	0	0	0	0	0	0	0	0	0	0
ENSG00000109684	0	0	0	0	0	0	0	0	0	0
ENSG00000109851	0	0	0	0	0	0	0	0	0	0
ENSG00000109943	0	0	0	0	0	0	0	0	0	0
ENSG00000110076	0	0	0	0	0	0	0	0	0	0
ENSG00000110077	0	0	0	0	0	0	0	0	0	0
ENSG00000110079	0	0	0	0	0	0	0	0	0	0
ENSG00000110148	0	0	0	0	0	0	0	0	0	0
ENSG00000110243	0	0	0	0	0	0	0	0	0	0
ENSG00000110436	16	5	6	21	3	19	0	0	0	14
ENSG00000110448	0	0	0	0	1	0	0	0	0	0
ENSG00000110484	0	0	0	0	0	0	0	0	0	0
ENSG00000110665	0	0	0	0	0	0	0	0	0	0
ENSG00000110675	0	0	0	0	0	0	0	0	0	0
ENSG00000110680	0	0	0	0	0	0	0	0	0	0
ENSG00000110723	31	66	75	35	70	31	25	0	72	24
ENSG00000110786	0	0	0	0	0	0	0	0	0	0
ENSG00000110799	0	0	1	0	0	0	0	0	0	0
ENSG00000110848	0	0	0	0	0	0	0	0	0	0
ENSG00000110852	18	11	66	23	51	1	8	0	20	29
ENSG00000110887	0	0	0	0	0	0	0	0	0	0
ENSG00000111046	0	0	0	0	0	0	0	0	0	0
ENSG00000111049	0	0	0	0	0	0	0	0	0	0
ENSG00000111087	133	9	11	132	2	15	0	73	3	37
ENSG00000111218	0	0	0	0	0	0	0	0	0	0
ENSG00000111241	0	0	0	0	0	0	0	0	0	0
ENSG00000111262	0	0	0	0	0	0	0	0	0	0
ENSG00000111305	0	0	0	0	0	0	0	0	0	0
ENSG00000111341	0	0	0	0	0	0	0	0	0	0
ENSG00000111344	96	38	56	94	47	51	42	0	67	66
ENSG00000111348	13	107	115	14	165	1	103	22	111	18
ENSG00000111404	0	0	0	0	0	0	0	0	0	0
ENSG00000111452	30	18	3	20	11	24	0	0	1	4
ENSG00000111490	23	32	99	23	85	69	58	0	56	44
ENSG00000111536	0	0	0	0	0	0	0	0	0	0
ENSG00000111537	0	0	0	0	0	0	0	0	0	0
ENSG00000111684	51	36	46	35	38	74	27	0	38	17
ENSG00000111701	10	112	101	0	127	1	32	0	118	8
ENSG00000111713	0	0	0	0	0	0	0	0	0	0
ENSG00000111729	0	0	0	0	0	0	0	0	0	0
ENSG00000111780	0	0	0	0	0	0	0	0	0	0
ENSG00000111796	0	0	0	0	0	0	0	0	0	0
ENSG00000111913	0	0	0	0	0	0	0	0	0	0
ENSG00000112038	0	0	0	0	0	0	0	0	0	0
ENSG00000112115	0	0	0	0	0	0	0	0	0	0
ENSG00000112116	0	0	0	0	0	0	0	0	0	0
ENSG00000112164	0	0	0	0	0	0	0	0	0	0
ENSG00000112175	0	1	0	0	0	0	0	0	0	0
ENSG00000112195	0	0	0	0	0	0	0	0	0	0
ENSG00000112214	0	0	0	0	0	0	0	0	0	0
ENSG00000112246	0	0	0	0	0	0	0	0	0	0
ENSG00000112280	0	0	0	0	0	0	0	0	0	0
ENSG00000112337	0	0	0	0	0	0	0	0	0	0
ENSG00000112462	0	0	0	0	0	0	0	0	0	0
ENSG00000112486	0	0	1	0	0	0	0	0	0	0
ENSG00000112499	0	0	0	0	0	0	0	0	0	0
ENSG00000112539	0	0	1	0	0	0	0	0	0	0
ENSG00000112562	0	0	0	0	0	0	0	0	0	0
ENSG00000112799	0	0	0	0	0	0	0	0	0	0
ENSG00000112818	0	0	0	0	0	0	0	0	0	0
ENSG00000112981	0	0	0	1	0	0	0	0	0	0
ENSG00000113088	0	0	0	0	0	0	0	0	0	0
ENSG00000113100	0	0	0	0	0	0	0	0	0	0
ENSG00000113196	0	0	0	0	0	0	0	0	0	0
ENSG00000113248	0	22	24	10	34	4	23	0	19	24
ENSG00000113262	0	0	0	0	0	0	0	0	0	0
ENSG00000113302	0	0	1	0	0	0	0	0	0	0
ENSG00000113327	0	0	0	0	0	0	0	0	0	0
ENSG00000113430	0	0	0	0	0	0	0	0	0	0
ENSG00000113492	0	0	0	0	0	0	0	0	0	0
ENSG00000113494	0	0	0	0	0	0	0	1	0	0
ENSG00000113525	0	0	0	0	0	0	0	0	0	0
ENSG00000113722	0	0	0	0	0	0	0	0	0	0
ENSG00000113749	49	31	26	25	13	0	0	0	19	18
ENSG00000114204	0	0	0	0	0	0	0	0	0	0
ENSG00000114248	0	21	20	0	14	9	9	0	27	4
ENSG00000114349	0	0	0	0	0	0	0	0	0	0
ENSG00000114487	0	0	0	0	0	0	0	0	0	0
ENSG00000114646	0	19	27	2	8	0	1	0	12	2
ENSG00000114786	0	0	0	0	0	0	0	0	0	0
ENSG00000114812	0	1	12	0	29	7	4	0	9	0
ENSG00000115138	0	0	0	0	0	0	0	0	0	0
ENSG00000115165	32	4	2	21	5	35	0	12	0	22
ENSG00000115252	32	11	29	72	33	60	0	6	5	51
ENSG00000115263	0	0	0	0	0	0	0	0	0	0
ENSG00000115474	0	0	0	0	0	0	0	0	0	0
ENSG00000115488	0	0	0	0	0	0	0	0	0	0
ENSG00000115592	0	0	0	0	0	0	0	0	0	0
ENSG00000115598	0	0	0	0	0	0	0	0	0	0
ENSG00000115665	0	0	0	0	0	0	0	0	0	0
